hotel_id,direction,description,attributes,latitude,longitude,scores
6426,"12 Athinas st, 6th floor Monastiraki, Atenas, 10554, Grecia","El Feel Athens Studios at Monastiraki ofrece alojamiento con WiFi gratuita y balcón en el centro de Atenas, a 200 metros de la plaza Monastiraki y de la estación de tren de Monastiraki.

Los alojamientos disponen de terraza con vistas a la ciudad, TV de pantalla plana, zona de comedor, cocina bien equipada y baño privado con ducha a ras de suelo, zapatillas y secador de pelo. Hay microondas, tostadora, nevera, cafetera y hervidor de agua.

Cerca del apartamento hay varios lugares de interés, como la estación de metro de Monastiraki, la zona comercial de la calle Ermou y el Ágora Romana. El aeropuerto Eleftherios Venizelos es el más cercano y está a 32 km del Feel Athens Studios at Monastiraki. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Aire acondicionado', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Terraza', 'WiFi gratis', 'Ascensor']",37.97766681,23.72653614,"[{'Apartamento con balcón y vistas a la Acrópolis': '1 cama doble grande'}, {'Personal': '9.7'}, {'Instalaciones y servicios': '9.4'}, {'Limpieza': '9.6'}, {'Confort': '9.6'}, {'Relación calidad-precio': '9.4'}, {'Ubicación': '9.8'}, {'WiFi gratis': '9.6'}]"
6427,"32 Ματρόζου, Atenas, 11741, Grecia","El Koukaki Apartment with a Sunny Balcony, near the Acropolis se encuentra en pleno centro de Atenas, cerca de la colina Filopappos y de la estación de metro Syngrou/Fix, y ofrece WiFi gratuita, aire acondicionado, horno y cafetera. Este apartamento de 4 estrellas tiene vistas a la ciudad y está a 1,2 km del Odeón de Herodes Ático.

El apartamento cuenta con 2 dormitorios, 1 baño, ropa de cama, toallas, TV de pantalla plana con servicios de streaming, zona de comedor, cocina totalmente equipada y balcón con vistas al jardín.

Cerca del apartamento hay varios lugares de interés, como el Museo de la Acrópolis, la estación de metro Akropolis y la estación de metro Neos Kosmos. El aeropuerto Eleftherios Venizelos es el más cercano y está a 33 km del Koukaki Apartment with a Sunny Balcony, near the Acropolis. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Aire acondicionado', 'Parking gratis', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Habitaciones familiares', 'Ascensor', 'Wifi rápida gratis (85 Mbps)']",37.9635409,23.7185145,"[{'Personal': '9.8'}, {'Instalaciones y servicios': '9.5'}, {'Limpieza': '9.6'}, {'Confort': '9.7'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '9.3'}, {'WiFi gratis': '10'}]"
6428,"3120 Rockaway Road, Chamblee, GA 30341, Estados Unidos","El establecimiento se encuentra en Chamblee, a 17 km del observatorio Bradley y a 19 km del centro histórico de Atlanta. Toda la casa familiar 3 BR w / gimnasio y oficina! Ofrece jardín y aire acondicionado. Ofrece aparcamiento privado gratuito y se encuentra a 17 km de la estación de MARTA-Indian Creek y de Stone Mountain Carving.

Esta casa de 3 dormitorios cuenta con conexión WiFi gratuita, TV de pantalla plana, lavadora y cocina con nevera. Se proporcionan toallas y ropa de cama.

El jardín botánico de Atlanta se encuentra a 19 km de la casa, mientras que la estación Atlantic está a 20 km. El aeropuerto más cercano es el de DeKalb-Peachtree, ubicado a 7 km del Entire Family Friendly House 3 BR w/ Gym & Office!.","['Ropa de cama', 'Secadora de ropa', 'Parking gratis', 'Nevera', 'Cocina', 'WiFi gratis', 'Lavadora', 'Papel higiénico']",33.8802577,-84.2439113,[]
6430,"13 Nikis, Atenas, 10557, Grecia","El Adri & Marg luxury living se encuentra en el centro de Atenas, a poca distancia de la zona comercial de la calle Ermou y de la plaza Monastiraki, y ofrece WiFi gratuita, aire acondicionado, tostadora y cafetera. Este apartamento recientemente reformado se encuentra a 300 metros del jardín nacional y de la estación de metro Syntagma. Hay aparcamiento privado disponible por un suplemento.

El apartamento es amplio y cuenta con balcón, vistas a la ciudad, 2 dormitorios, sala de estar, TV de pantalla plana, cocina equipada con lavavajillas y horno y baño con ducha. Se proporcionan toallas y ropa de cama. Este apartamento es hipoalergénico y para no fumadores.

Cerca del apartamento hay varios lugares de interés, como el Ágora Romana, la plaza Syntagma y el Partenón. El aeropuerto Eleftherios Venizelos es el más cercano y está a 32 km del Adri & Marg luxury living.",,37.97484487,23.73323344,"[{'Personal': '9.7'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '9.7'}, {'Confort': '9.5'}, {'Relación calidad-precio': '9.3'}, {'Ubicación': '9.8'}, {'WiFi gratis': '10'}]"
6437,"2042 Barberrie Lane, Decatur, GA 30032, Estados Unidos","El Relaxing Home Near Atlanta es un establecimiento con jardín situado en Decatur, a 8,4 km del lugar histórico nacional Martin Luther King Jr., a 9,1 km del zoológico de Atlanta y a 10 km del estadio estatal de Georgia. Se encuentra a 5,2 km del observatorio Bradley y ofrece aire acondicionado, WiFi gratuita y aparcamiento privado.

La casa tiene patio, vistas al jardín, 3 dormitorios, sala de estar, TV de pantalla plana, cocina equipada con lavavajillas y horno y baño con bañera. Se proporcionan toallas y ropa de cama.

El parque olímpico Centennial y el NEW World of Coca-Cola se encuentran a 11 km de la casa. El aeropuerto más cercano es el de DeKalb-Peachtree, ubicado a 18 km del Relaxing Home Near Atlanta.","['Trona', 'Tostadora', 'Parking gratis', 'Mesa de comedor', 'Fogones', 'WiFi gratis', 'Cafetera', 'Productos de limpieza']",33.735321,-84.3041531,[]
6441,"9 Dousmani, Glyfada, Atenas, 16675, Grecia","El Cosy apartment in Glyfada center cuenta con balcón y se encuentra en Atenas, a solo 400 metros de la playa de Asteras y a 1,1 km de la playa central de Glyfada. Ofrece terraza, aparcamiento privado gratuito y WiFi gratuita.

El apartamento cuenta con aire acondicionado, 1 dormitorio, sala de estar, cocina totalmente equipada con horno y cafetera y baño con ducha a ras de suelo y albornoces. Se proporcionan toallas y ropa de cama.

El apartamento está a 2 km de la playa de Voula y a 700 metros del puerto deportivo de Glyfada. El aeropuerto Eleftherios Venizelos es el más cercano y está a 22 km del Cosy apartment in Glyfada center. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Aire acondicionado', 'Parking gratis', 'Traslado aeropuerto', 'Calefacción', 'WiFi gratis', 'Ascensor']",37.862193,23.749901,"[{'Personal': '9.3'}, {'Instalaciones y servicios': '9.2'}, {'Limpieza': '9.5'}, {'Confort': '9.5'}, {'Relación calidad-precio': '9.0'}, {'Ubicación': '9.8'}, {'WiFi gratis': '9.2'}]"
6443,"73 Achilleos, Palaio Faliro, Atenas, 17563, Grecia",,"['Aire acondicionado', 'Parking gratis', 'Calefacción', 'Fogones', 'Horno', 'WiFi gratis']",37.9280365,23.7039424,"[{'Personal': '9.5'}, {'Instalaciones y servicios': '9.3'}, {'Limpieza': '9.1'}, {'Confort': '9.5'}, {'Relación calidad-precio': '9.1'}, {'Ubicación': '8.7'}, {'WiFi gratis': '7.5'}]"
6444,"76 Falirou, Atenas, 11741, Grecia","El The Athens Insider admite mascotas y ofrece alojamiento en Atenas, a 700 metros del Museo de la Acrópolis y de la colina de Filopappos. Dispone de aire acondicionado y está a 700 metros del Centro Cultural Onassis. Hay WiFi gratuita en todas las zonas.

Tiene cocina con horno. Se ofrece Smart TV con Netflix. El The Athens Insider también alberga terraza.

La zona es ideal para practicar ciclismo y el establecimiento ofrece servicio de alquiler de bicicletas. El The Athens Insider se encuentra a 800 metros del Odeón de Herodes Ático y a 1 km de la Acrópolis. El aeropuerto Eleftherios Venizelos, el más cercano, está a 20 km.",,37.963121,23.7239668,"[{'Personal': '9.3'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '9.4'}, {'Confort': '9.4'}, {'Relación calidad-precio': '9.3'}, {'Ubicación': '9.1'}, {'WiFi gratis': '8.8'}]"
6445,"18 Βουλής Διαμέρισμα 102, Atenas, 10563, Grecia","El CosmosDome / Best apartment in the heart of Athens! ofrece WiFi gratuita y vistas a la ciudad. Este alojamiento está situado en pleno centro de Atenas, a solo 70 metros de la zona comercial de la calle Ermou y a 600 metros de la plaza Monastiraki. Este establecimiento se encuentra a poca distancia de lugares de interés como la estación de metro Syntagma, la plaza Syntagma y el Ágora Romana. El alojamiento cuenta con ascensor, seguridad de día completo y consigna de equipaje.

El apartamento dispone de aire acondicionado, 1 dormitorio, sala de estar, cocina totalmente equipada con horno y cafetera y baño con ducha a ras de suelo y secador de pelo. Se proporcionan toallas y ropa de cama. Este apartamento para no fumadores está insonorizado.

Cerca del apartamento hay varios lugares de interés, como el jardín nacional, la estación de tren de Monastiraki y la estación de metro de Monastiraki. El aeropuerto Eleftherios Venizelos es el más cercano y está a 32 km del CosmosDome / Best apartment in the heart of Athens!.","['Aire acondicionado', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor']",37.97591284,23.73248177,"[{'Personal': '9.5'}, {'Instalaciones y servicios': '9.7'}, {'Limpieza': '9.6'}, {'Confort': '9.7'}, {'Relación calidad-precio': '9.4'}, {'Ubicación': '9.8'}, {'WiFi gratis': '9.7'}]"
6447,"Lazaraki 42 & Pandoras 3, Glyfada, Atenas, 16674, Grecia","El Dusit Suites Athens alberga un bar y se encuentra en Atenas, en la región de Ática, a 600 metros de la playa de Asteras y a 1,2 km de la playa de Voula. Este hotel de 5 estrellas ofrece WiFi gratuita, servicio de habitaciones y recepción 24 horas. El hotel cuenta con sauna, piscina al aire libre abierta todo el año, terraza y restaurante.

Todas las habitaciones incluyen escritorio. Las habitaciones del Dusit Suites Athens están equipadas con TV y secador de pelo.

El establecimiento sirve un desayuno americano o sin gluten.

El Dusit Suites Athens está a 1,6 km de la playa central de Glyfada y a 1,2 km del puerto deportivo de Glyfada. El aeropuerto Eleftherios Venizelos es el más cercano y queda a 21 km.",,37.858179,23.752917,"[{'Suite': '1 cama doble extragrande'}, {'Suite con vistas a la ciudad': '1 cama doble extragrande'}, {'Suite con cama extragrande': '1 cama doble extragrande'}, {'Suite con vistas al jardín': '1 cama doble extragrandey1 sofá cama'}, {'Personal': '9.6'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '9.4'}, {'Confort': '9.7'}, {'Relación calidad-precio': '9.4'}, {'Ubicación': '9.5'}]"
6448,"3 Myconou Str., Kifissia, Atenas, 14562, Grecia","El The Y Hotel ofrece habitaciones contemporáneas con baño de lujo y balcón privado. Además, el The Y se encuentra en el barrio Kifisia, conocido por sus tiendas de diseñadores y restaurantes de primera calidad.

Las habitaciones del Y son modernas y están bien equipadas con conexión Wi-Fi gratuita de alta velocidad y TV vía satélite de pantalla plana. El aseo es elegante e incluye artículos de aseo boutique.

El Y Hotel dispone de un centro de fitness completo y tiene un porche.

Se sirve un desayuno griego diario en la zona de comedor y también se sirven platos gourmet en el bar restaurante del Y o en la habitación. Además, hay servicio de conserjería disponible las 24 horas.

El The Y Hotel se encuentra a pocos pasos del Museo de Historia Natural de Goulandris, mientras que los principales lugares de interés histórico de Atenas están a poca distancia en coche.","['Tetera/cafetera en todas las habitaciones', 'Gimnasio', 'Bar', 'Servicio de habitaciones', 'Recepción 24 horas', 'Habitaciones sin humo', 'Terraza', 'Habitaciones familiares', 'Desayuno excepcional', 'WiFi gratis']",38.07418715,23.81863564,"[{'Habitación Individual Estándar': '1 cama individual'}, {'Habitación Doble Executive': '1 cama doble grandeo2 camas individuales'}, {'Habitación Doble Deluxe': '1 cama doble grandeo2 camas individuales'}, {'Personal': '9.7'}, {'Instalaciones y servicios': '9.2'}, {'Limpieza': '9.5'}, {'Confort': '9.5'}, {'Relación calidad-precio': '8.9'}, {'Ubicación': '9.5'}, {'WiFi gratis': '9.3'}]"
6452,"Amasias 5, Atenas, 11634, Grecia","El Your Dream Apartment in the Heart of Athens se encuentra en el distrito Pagkrati de Atenas, cerca del Museo de Arte de las Cícladas, y ofrece terraza y lavadora. El alojamiento está a 1,1 km del estadio Panathenaic y dispone de conexión Wi-Fi gratuita en todas las instalaciones.

El apartamento cuenta con aire acondicionado, 2 dormitorios, sala de estar, cocina totalmente equipada con horno y hervidor de agua y baño con ducha y secador de pelo. Se proporcionan toallas y ropa de cama.

Cerca del apartamento hay varios lugares de interés, como la plaza Syntagma, la zona comercial de la calle Ermou y la estación de metro Syntagma. El aeropuerto Eleftherios Venizelos es el más cercano y está a 29 km del Your Dream Apartment in the Heart of Athens.","['Aire acondicionado', 'Mesa de comedor', 'Terraza', 'WiFi gratis', 'Ascensor', 'Productos de limpieza']",37.97137324,23.74804113,"[{'Personal': '9.7'}, {'Instalaciones y servicios': '9.2'}, {'Limpieza': '9.2'}, {'Confort': '9.5'}, {'Relación calidad-precio': '9.5'}, {'Ubicación': '9.3'}, {'WiFi gratis': '8.3'}]"
6454,"22 Miaouli, Atenas, 10554, Grecia","El Synathens II - Apartments & Studios se encuentra en el centro de Atenas, a poca distancia de la estación de metro de Monastiraki y de la plaza de Monastiraki, y ofrece WiFi gratuita, aire acondicionado, nevera y cafetera. Se encuentra a 300 metros de la estación de tren de Monastiraki y dispone de ascensor.

Este apartamento tiene 2 dormitorios, cocina con microondas y tostadora, TV de pantalla plana, zona de estar y baño con ducha a ras de suelo. Se proporcionan toallas y ropa de cama.

Cerca del apartamento hay varios lugares de interés, como la plaza Omonia, el Ágora Romana y Anafiotika. El aeropuerto Eleftherios Venizelos es el más cercano y está a 33 km del Synathens II - Apartments & Studios.","['Aire acondicionado', 'Calefacción', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor', 'Parking']",37.9781396,23.72519668,
6499,"Ermou 6, Atenas, 10563, Grecia",,"['Aire acondicionado', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor']",37.97591531,23.73307287,
6500,"14 Sarri, Atenas, 10553, Grecia","El MADONAS HOUSE PSIRI se encuentra en Atenas, a menos de 1 km de la plaza Omonia y a 11 minutos a pie de la plaza Monastiraki, y ofrece alojamiento con WiFi gratuita y TV de pantalla plana. El alojamiento tiene balcón y vistas a la ciudad.

El apartamento cuenta con aire acondicionado, 2 dormitorios, sala de estar, zona de cocina totalmente equipada con microondas y hervidor de agua y 2 baños con ducha y secador de pelo.

El Teatro Nacional de Grecia se encuentra a 1,7 km del apartamento, mientras que el templo de Hefesto está a 2,2 km. El aeropuerto más cercano es el aeropuerto Elefthérios Venizélos, ubicado a 35 km del MADONAS HOUSE PSIRI.","['Aire acondicionado', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor']",37.97959661,23.72345977,
6502,"28 Spirou Trikoupi Κτήριο, Atenas, 10683, Grecia","El Exarchia House Project ofrece alojamiento de 3 estrellas en el centro de Atenas, cerca del Museo Arqueológico Nacional de Atenas y del edificio central de la Universidad de Atenas. Ofrece habitaciones familiares y solárium. Hay WiFi gratuita y aparcamiento privado por un suplemento.

Las habitaciones disponen de aire acondicionado, armario, cafetera, caja fuerte, TV de pantalla plana, balcón y baño privado con bidet. Las habitaciones están equipadas con hervidor de agua y algunas tienen cocina con nevera, horno y minibar. Las habitaciones del Exarchia House Project incluyen ropa de cama y toallas.

En las inmediaciones hay varios lugares de interés, como la estación de metro de Omonia, el teatro nacional de Grecia y la plaza Omonia. El aeropuerto Eleftherios Venizelos es el más cercano y está a 27 km del Exarchia House Project. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Tetera/cafetera en todas las habitaciones', 'Aire acondicionado', 'Servicio de lavandería', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor', 'Parking privado']",37.988309,23.735037,"[{'Habitación Doble Superior': '1 cama doble grande'}, {'Habitación Doble Deluxe': '1 cama doble grande'}, {'Habitación Doble Pequeña': '1 cama doble grande'}, {'Suite Familiar': '1 sofá camay2 camas dobles grandes'}, {'Habitación Cuádruple Deluxe': '1 sofá camay1 cama doble grande'}, {'Personal': '9.5'}, {'Instalaciones y servicios': '9.5'}, {'Limpieza': '9.7'}, {'Confort': '9.6'}, {'Relación calidad-precio': '9.3'}, {'Ubicación': '8.6'}, {'WiFi gratis': '10'}]"
6503,"16 Ματρόζου, Atenas, 11741, Grecia","El Denaxas Apartments se encuentra en Atenas, a menos de 1 km de la colina Filopappos y a 1,9 km del centro, y ofrece alojamiento con aire acondicionado, WiFi gratuita y jardín. También hay bañera de hidromasaje.

Los alojamientos disponen de terraza, cocina totalmente equipada con horno, zona de estar, TV de pantalla plana, lavadora y baño privado con ducha a ras de suelo y secador de pelo. Hay tostadora, nevera, fogones, cafetera y hervidor de agua.

El apartamento ofrece servicio de alquiler de coches.

Cerca del Denaxas Apartments in the heart of Athens hay varios lugares de interés, como la estación de metro Syngrou/Fix, el Odeón de Herodes Ático y el Museo de la Acrópolis. El aeropuerto Eleftherios Venizelos, el más cercano, está a 33 km. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Aire acondicionado', 'Parking gratis', 'Jardín', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Terraza', 'Habitaciones familiares', 'WiFi gratis']",37.9635505,23.7197062,
6511,"90 Pratinou, Atenas, 11634, Grecia","El Athens Squared Apartments se encuentra en el centro de Atenas y ofrece habitaciones con aire acondicionado, WiFi gratuita y aparcamiento privado. El establecimiento dispone de ascensor y reproductor de DVD. El apartamento dispone de habitaciones familiares.

El apartamento ofrece terraza, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con microondas y tostadora y baño privado con ducha y secador de pelo. Hay nevera, utensilios de cocina, cafetera y hervidor de agua. Todos los alojamientos del complejo de apartamentos incluyen ropa de cama y toallas.

Cerca del apartamento hay varios lugares de interés, como el Museo de Arte de las Cícladas, el auditorio de Atenas y la plaza Syntagma. El aeropuerto Eleftherios Venizelos es el más cercano y está a 30 km del Athens Squared Apartments.","['Aire acondicionado', 'Habitaciones sin humo', 'Calefacción', 'Terraza', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor', 'Parking privado']",37.9743058,23.7488479,
6516,"9 Kornarou Str, Atenas, 10563, Grecia","El THE VAULT Brand New Loft in Athens Historic Center se encuentra en pleno centro de Atenas, a poca distancia de la plaza Monastiraki y de la estación de tren de Monastiraki. Ofrece WiFi gratuita, aire acondicionado, tostadora y cafetera. Alojamiento con balcón y vistas a la calle. El establecimiento está insonorizado y se encuentra a 600 metros de la estación de metro de Monastiraki.

El apartamento tiene terraza, vistas a la ciudad, 1 dormitorio, sala de estar, TV de pantalla plana, cocina equipada con lavavajillas y horno y baño con ducha. Se proporcionan toallas y ropa de cama. Este apartamento es hipoalergénico y para no fumadores.

Cerca del apartamento hay varios lugares de interés, como la zona comercial de la calle Ermou, la estación de metro Syntagma y la plaza Syntagma. El aeropuerto Eleftherios Venizelos es el más cercano y está a 33 km del THE VAULT Brand New Loft in Athens Historic Center. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Aire acondicionado', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Terraza', 'WiFi gratis', 'Parking en el alojamiento']",37.97656311,23.73103089,"[{'Personal': '8.3'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '9.2'}, {'Confort': '9.2'}, {'Relación calidad-precio': '9.2'}, {'Ubicación': '10'}]"
6517,"20 Agion Anargiron 4th floor, Atenas, 10554, Grecia","El Raise Acropolis View Suites se encuentra en el centro de Atenas, a 500 metros de la estación de metro de Monastiraki y de la estación de tren de Monastiraki, y ofrece alojamiento con aire acondicionado, balcón y WiFi gratuita. El apartamento dispone de entrada privada. El establecimiento ofrece alojamientos hipoalergénicos a 400 metros de la plaza Monastiraki.

El apartamento ofrece terraza, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con tostadora y nevera y baño privado con ducha y secador de pelo. También incluyen fogones, utensilios de cocina, cafetera y hervidor de agua. Todos los alojamientos del complejo de apartamentos están equipados con ropa de cama y toallas.

Cerca del apartamento hay varios lugares de interés, como la plaza Omonia, la estación de metro de Omonia y el teatro nacional de Grecia. El aeropuerto Eleftherios Venizelos es el más cercano y está a 33 km del Raise Acropolis View Suites. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Aire acondicionado', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Terraza', 'WiFi gratis', 'Ascensor']",37.97900905,23.72320964,
6519,"ΣΠΥΡΟΥ ΔΟΝΤΑ 3, Atenas, 11742, Grecia","El Acropolis Stay se encuentra en el centro de Atenas, a 10 minutos a pie del Museo de la Acrópolis, y ofrece habitaciones con una decoración moderna y WiFi gratuita. El Partenón y el Templo de Zeus están a poca distancia a pie.

Todas las habitaciones están equipadas con aire acondicionado, TV de pantalla plana, cafetera, tostadora, hervidor de agua, Todas disponen de baño moderno con artículos de aseo gratuitos y secador de pelo, mientras que algunas también incluyen zona de cocina. Se proporciona servicio de limpieza a diario.

Los huéspedes pueden elegir entre 6 menús de desayuno diferentes, que incluyen platos vegetarianos y para niños, que se entregan en la habitación en una caja de desayuno.

La estación de metro Acropolis está a 200 metros del Acropolis Stay, y la Plaza Syntagma se encuentra a 15 minutos a pie. El aeropuerto Elefthérios Venizélos, el más cercano, se halla a 37 km del establecimiento.","['Tetera/cafetera en todas las habitaciones', 'Aire acondicionado', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Servicio de limpieza diario', 'Habitaciones familiares', 'WiFi gratis', 'Desayuno fabuloso']",37.966749,23.7290343,"[{'Habitación Doble Económica': '1 cama doble grande'}, {'Habitación Doble Estándar': '1 cama doble grande'}, {'Habitación Superior': '1 sofá camay1 cama doble grandeo2 camas individualesy1 sofá cama'}, {'Apartamento': '2 sofás camay1 cama doble grande'}, {'Habitación Doble Estándar con balcón': '1 cama doble grande'}, {'Estudio con terraza privada': '1 cama doble grande'}, {'Personal': '9.7'}, {'Instalaciones y servicios': '9.4'}, {'Limpieza': '9.7'}, {'Confort': '9.6'}, {'Relación calidad-precio': '9.3'}, {'Ubicación': '9.7'}, {'WiFi gratis': '9.1'}]"
6520,"Agias Eirinis 7 - Ermou 66, Atenas, 10551, Grecia","El Hellenic Vibes Smart Hotel se encuentra en el centro de Atenas, a 200 metros de la plaza Monastiraki, y ofrece salón compartido, restaurante y bar. Este hotel de 5 estrellas ofrece servicio de habitaciones, recepción 24 horas y WiFi gratuita. El establecimiento es hipoalergénico y se encuentra a 200 metros de la estación de tren de Monastiraki.

Las habitaciones disponen de aire acondicionado, escritorio, cafetera, minibar, caja fuerte, TV de pantalla plana y baño privado con ducha. Algunas habitaciones del Hellenic Vibes Smart Hotel tienen terraza y todas incluyen hervidor de agua. Las habitaciones incluyen ropa de cama y toallas.

El establecimiento alberga un bar y una zona de negocios.

Cerca del Hellenic Vibes Smart Hotel hay varios lugares de interés, como la estación de metro de Monastiraki, la zona comercial de la calle Ermou y el Ágora Romana. El aeropuerto Eleftherios Venizelos es el más cercano y queda a 32 km.","['Tetera/cafetera en todas las habitaciones', 'Restaurante', 'Adaptado personas de movilidad reducida', 'Servicio de habitaciones', 'Recepción 24 horas', 'Bar', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis', 'Desayuno fabuloso']",37.977,23.727249,
6525,"21 Mitropoleos, Atenas, 10557, Grecia","El Athens Ikon alberga un bar y está situado en el centro de Atenas, a 500 metros de la plaza Monastiraki. El establecimiento está cerca de la zona comercial de la calle Ermou, el jardín nacional y Anafiotika. Hay recepción 24 horas, servicio de enlace con el aeropuerto, servicio de habitaciones y WiFi gratuita en todas las instalaciones.

Las habitaciones disponen de aire acondicionado, escritorio, cafetera, nevera, lavavajillas, caja fuerte, TV de pantalla plana y baño privado con ducha. Las habitaciones disponen de hervidor de agua, mientras que algunas tienen balcón y otras ofrecen vistas a la ciudad. Las habitaciones del Athens Ikon incluyen ropa de cama y toallas.

Cerca del alojamiento hay varios lugares de interés, como la estación de tren de Monastiraki, la estación de metro de Monastiraki y el Ágora Romana. El aeropuerto Eleftherios Venizelos es el más cercano y está a 33 km del Athens Ikon.","['Tetera/cafetera en todas las habitaciones', 'Bar', 'Servicio de habitaciones', 'Recepción 24 horas', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor']",37.975257,23.731684,"[{'Suite Junior Exclusiva con terraza': '1 sofá camay1 cama doble grande'}, {'Personal': '9.7'}, {'Instalaciones y servicios': '9.3'}, {'Limpieza': '9.6'}, {'Confort': '9.7'}, {'Relación calidad-precio': '9.1'}, {'Ubicación': '9.8'}, {'WiFi gratis': '10'}]"
6526,"37 Veikou, Atenas, 11742, Grecia","Urban Stripes Athens is a recently renovated apartment in the centre of Athens, 300 metres from Syngrou/Fix Metro Station and 300 metres. The accommodation provides airport transfers, while a bicycle rental service is also available.

All units feature air conditioning and a flat-screen TV. With a private bathroom equipped with a walk-in shower and a hair dryer, units at the apartment complex also provide guests with free WiFi, while certain rooms here will provide you with a terrace. At the apartment complex, the units are equipped with bed linen and towels.

A selection of options including local specialities, pancakes and fruits is served for breakfast, and breakfast in the room is also available.

Sightseeing tours are available in the area.

Popular points of interest near the apartment include Acropolis Museum, Odeum of Herodes Atticus and Akropolis Metro Station. The nearest airport is Eleftherios Venizelos Airport, 32 km from Urban Stripes Athens.","['Aire acondicionado', 'Traslado aeropuerto', 'Habitaciones sin humo', 'Calefacción', 'Servicio de limpieza diario', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor', 'Parking', 'Desayuno']",37.9663024,23.7265338,
7246,"1414 Womack Avenue, Atlanta, GA 30344, Estados Unidos","El Amazing - Spacious+Selfie Room - Near Downtown ATL se encuentra en el distrito East Point de Atlanta, a 8,2 km del estadio Georgia State Stadium, a 8,4 km del estadio State Farm Arena y a 8,6 km del centro de congresos Georgia World. Se encuentra a 7,4 km del estadio Mercedes-Benz y ofrece WiFi gratuita y aparcamiento privado.

Esta casa cuenta con aire acondicionado, 4 dormitorios, TV de pantalla plana y cocina con nevera y horno. Se proporcionan toallas y ropa de cama.

El College Football Hall of Fame se encuentra a 8,6 km de la casa, mientras que el CNN Center - Studio Tour está a 8,7 km. El aeropuerto más cercano es el aeropuerto internacional Hartsfield-Jackson de Atlanta, ubicado a 7 km del Amazing - Spacious+Selfie Room - Near Downtown ATL.","['Secadora de ropa', 'Parking gratis', 'Microondas', 'Cocina', 'Lavavajillas', 'Horno', 'WiFi gratis', 'Lavadora']",33.6992174,-84.435134,[]
7352,"300 West Peachtree Street Northwest Unit 21-O, Atlanta, GA 30308, Estados Unidos","El 21st floor condo in the center of Atlanta está situado en el centro de Atlanta, a poca distancia del NEW World of Coca-Cola y del acuario de Georgia, y ofrece WiFi gratuita, aire acondicionado, lavavajillas y cafetera. Se encuentra a 700 metros del Centro Nacional de Derechos Civiles y Humanos y cuenta con recepción 24 horas.

El apartamento cuenta con 1 dormitorio, 1 baño, ropa de cama, toallas, TV de pantalla plana con canales por cable, zona de comedor, cocina totalmente equipada y balcón con vistas a la ciudad.

También hay una zona de salón compartida.

Cerca del apartamento hay varios lugares de interés, como el Centennial Olympic Park, el College Football Hall of Fame y el CNN Center - Studio Tour. El aeropuerto más cercano es el aeropuerto internacional Hartsfield-Jackson de Atlanta, ubicado a 14 km del 21st floor condo in the center of Atlanta.","['Recepción 24 horas', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis', 'Parking en el alojamiento']",33.76256,-84.387878,"[{'Personal': '9.3'}, {'Instalaciones y servicios': '9.2'}, {'Limpieza': '9.0'}, {'Confort': '9.2'}, {'Relación calidad-precio': '9.2'}, {'Ubicación': '9.3'}]"
