hotel_id,direction,description,attributes,latitude,longitude,scores
1184,"1 Piazza dei Giuochi, Uffizi, 50122 Florencia, Italia","El Dimora Collection - Le Torri - Boutique Luxury Suites - Adults Only se encuentra en el centro de Florencia y ofrece alojamiento con WiFi gratuita en un edificio histórico. Este aparthotel recientemente reformado se encuentra a 300 metros de la Piazza della Signoria y de la catedral de Santa Maria del Fiore. El alojamiento dispone de ascensor, seguridad de día completo y consigna de equipaje.

Todos los alojamientos del aparthotel cuentan con aire acondicionado, zona de estar, TV de pantalla plana con servicios de streaming, caja fuerte y baño privado con ducha a ras de suelo, zapatillas y secador de pelo. Todos los alojamientos están equipados con cafetera, y algunas habitaciones tienen cocina totalmente equipada con lavavajillas, horno y microondas. Los alojamientos del aparthotel incluyen ropa de cama y toallas.

El establecimiento alberga un bar.

El aparthotel cuenta con zona de juegos cubierta. El Dimora Collection - Le Torri - Boutique Luxury Suites - Adults Only ofrece servicio de alquiler de bicicletas.

En las inmediaciones hay varios lugares de interés, como la Piazza del Duomo di Firenze, la Galería de los Uffizi y la Galería de la Academia. El aeropuerto más cercano es el de Florencia, ubicado a 11 km del Dimora Collection - Le Torri - Boutique Luxury Suites - Adults Only.","['Guardaequipaje', 'Aire acondicionado', 'Calefacción', 'Habitaciones sin humo', 'WiFi gratis', 'Ascensor', 'Parking']",43.7711038,11.2573007,"[{'Suite Deluxe con cama extragrande': '1 cama doble extragrandey1 futón'}, {'Suite Junior Deluxe': '1 cama doble grande'}, {'Suite con cama extragrande': '1 cama doble extragrande'}, {'Personal': '9.9'}, {'Instalaciones y servicios': '9.8'}, {'Limpieza': '9.9'}, {'Confort': '9.9'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '10.0'}, {'WiFi gratis': '10'}]"
1200,"2 Via Ferdinando Zannetti, Duomo, 50123 Florencia, Italia","Le sale di Mozart se encuentra en el centro de Florencia, a poca distancia de Santa Maria Novella y del palacio Strozzi, y ofrece WiFi gratuita, aire acondicionado, microondas y hervidor de agua. Este apartamento recientemente reformado se encuentra a menos de 1 km de la iglesia de San Marcos de Florencia y a 7 minutos a pie de la Galería de la Academia. Este establecimiento para no fumadores se encuentra a 200 metros de la Piazza del Duomo di Firenze.

Este apartamento dispone de 2 dormitorios y cocina con lavavajillas y horno. TV de pantalla plana, zona de estar y baño con bidet. Se proporcionan toallas y ropa de cama. El alojamiento está insonorizado y cuenta con entrada privada.

Cerca del apartamento hay varios lugares de interés, como la Piazza della Signoria, la catedral de Santa Maria del Fiore y la Galería de los Uffizi. El aeropuerto más cercano es el de Florencia, ubicado a 9 km de Le sale di Mozart.","['Aire acondicionado', 'Calefacción', 'Habitaciones sin humo', 'WiFi gratis', 'Ascensor']",43.773572,11.2538154,"[{'Personal': '9.9'}, {'Instalaciones y servicios': '9.9'}, {'Limpieza': '10'}, {'Confort': '9.8'}, {'Relación calidad-precio': '9.5'}, {'Ubicación': '10'}, {'WiFi gratis': '10'}]"
1243,"Birmingham, 35203, Estados Unidos","El Modern Downtown Birmingham Condo with Rooftop Access está situado en el centro de Birmingham, a poca distancia del BJCC y del McWane Center. Ofrece WiFi gratuita, aire acondicionado, microondas y cafetera. Se encuentra a 4,5 km del Legion Field y dispone de ascensor.

Este apartamento, situado en la planta baja, cuenta con 1 dormitorio, cocina bien equipada con lavavajillas y horno, sala de estar y TV de pantalla plana. Se proporcionan toallas y ropa de cama.

El apartamento está a 8,2 km de la Universidad de Samford y a 29 km del Alabama Splash Adventure. El aeropuerto más cercano es el aeropuerto internacional de Birmingham-Shuttlesworth, situado a 5 km del Modern Downtown Birmingham Condo with Rooftop Access.","['Parking adaptado para personas de movilidad reducida', 'Tostadora', 'Habitaciones sin humo', 'Fogones', 'Parking en el alojamiento', 'WiFi gratis', 'Cafetera']",33.5154323,-86.8020573,
1294,"1006b Via Pisana, 50143 Florencia, Italia","Offering inner courtyard views, Appartamento bilocale Intero alloggio is an accommodation located in Florence, 6.4 km from Fortezza da Basso - Convention Center and 6.9 km from Pitti Palace. The property is situated 6.9 km from Strozzi Palace, 8.3 km from Piazza del Duomo di Firenze and 8.7 km from Piazza della Signoria. Free WiFi is available throughout the property and Santa Maria Novella is 6.4 km away.

The 1-bedroom apartment is equipped with a living room with a flat-screen TV with cable channels, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with bathrobes. A private entrance leads guests into the apartment, where they can enjoy some wine or champagne and fruits. The accommodation is non-smoking.

A minimarket is available at the apartment.

Cathedral of Santa Maria del Fiore is 8.7 km from the apartment, while Uffizi Gallery is 11 km away. The nearest airport is Florence Airport, 8 km from Appartamento bilocale Intero alloggio.","['Calefacción', 'Mesa de comedor', 'Habitaciones familiares', 'WiFi gratis', 'Cafetera', 'Zona de fumadores']",43.7651244,11.183265,[]
1343,"Birmingham, B15 2DU, Reino Unido","El Pass the Keys Luxury Birmingham City Centre 2 Bedroom Apartment ofrece WiFi gratuita y se encuentra en el centro de Birmingham, a menos de 1 km del teatro Hippodrome y a 11 minutos a pie del Birmingham Back to Backs. Este apartamento se encuentra a 1,6 km del Symphony Hall y a 1,7 km de la biblioteca de Birmingham.

El apartamento cuenta con 2 dormitorios, cocina con nevera y lavavajillas y 2 baños con ducha, secador de pelo y lavadora. Se proporcionan toallas y ropa de cama.

Cerca del apartamento hay varios lugares de interés, como Broad Street, Gas Street Basin y Birmingham New Street. El aeropuerto más cercano es el de Birmingham, ubicado a 14 km del Pass the Keys Luxury Birmingham City Centre 2 Bedroom Apartment.",,52.4685084,-1.9016324,[]
1373,"Mobile, 36604-1100, Estados Unidos","El Stunning Alabama Studio está situado en Mobile, a 19 km de la Universidad de Mobile y a 3,1 km del Museo del Carnaval de Mobile. 2 Mi a Dtwn Mobile! Dispone de aire acondicionado. Este apartamento se encuentra a 3,2 km del Mobile Civic Center y a 3,7 km del Gulf Coast Exploreum Science Center.

Apartamento con conexión WiFi gratuita, TV de pantalla plana, lavadora y cocina con lavavajillas y horno. Se proporcionan toallas y ropa de cama.

El USS Alabama Battleship Memorial Park se encuentra a 5,9 km del apartamento, mientras que el estadio Ladd Peebles está a 1,1 km. El aeropuerto más cercano es el aeropuerto regional de Mobile, ubicado a 16 km del Stunning Alabama Studio. aproximadamente 2 Mi a Dtwn Mobile!.",,30.6798032,-88.0758312,[]
2137,"12 Via Colleramole, 50023 Florencia, Italia","El Podere di Montecchio - Colleramole se encuentra en Florencia, a 8 km del palacio Pitti, y ofrece habitaciones con aire acondicionado, WiFi gratuita y aparcamiento privado. El establecimiento tiene vistas a la piscina y al jardín y está a 8,7 km del palacio Strozzi. El apartamento dispone de aparcamiento, piscina de borde infinito y consigna de equipaje.

Todos los alojamientos incluyen zona de estar, TV de pantalla plana, zona de cocina totalmente equipada, zona de comedor y baño privado. Algunos cuentan con terraza o balcón. Hay microondas, nevera, fogones, cafetera y hervidor de agua. Los alojamientos del complejo de apartamentos incluyen ropa de cama y toallas.

El apartamento está a 8,9 km de Santa Maria Novella y a 11 km de Piazzale Michelangelo. El aeropuerto más cercano es el de Florencia, ubicado a 15 km del Podere di Montecchio - Colleramole.","['Guardaequipaje', 'Aire acondicionado', 'Parking gratis', 'Calefacción', 'Terraza', 'WiFi gratis', 'Piscina al aire libre']",43.7192805,11.2145043,
2163,"VIA DEL CAMPUCCIO 39, Santo Spirito, 50125 Florencia, Italia","El Appartamento del Campuccio se encuentra en el centro de Florencia, a poca distancia del palacio Pitti y del palacio Strozzi, y ofrece WiFi gratuita, aire acondicionado, lavavajillas y cafetera. Se encuentra a 1,2 km de Santa Maria Novella y ofrece un supermercado pequeño.

El apartamento está equipado con 1 dormitorio, 1 baño, ropa de cama, toallas, TV de pantalla plana vía satélite, zona de comedor, cocina totalmente equipada y terraza con vistas a la ciudad.

Cerca del apartamento hay varios lugares de interés, como la Piazza del Duomo di Firenze, la Piazza della Signoria y la catedral de Santa Maria del Fiore. El aeropuerto más cercano es el de Florencia, ubicado a 8 km del Appartamento del Campuccio.","['Aire acondicionado', 'Habitaciones sin humo', 'Mesa de comedor', 'Terraza', 'WiFi gratis', 'Cafetera']",43.765311,11.24472,
2181,"Via San Zanobi 86, 50129 Florencia, Italia",,"['Tostadora', 'Aire acondicionado', 'Habitaciones sin humo', 'Mesa de comedor', 'Fogones', 'WiFi gratis', 'Cafetera']",43.77975457,11.25616829,[{'Apartamento de 1 dormitorio': '1 sofá camay1 cama doble grande'}]
2227,"1182 Northlake Drive, Auburn, AL 36832, Estados Unidos",,"['TV de pantalla plana', 'Inglés', 'Preguntas frecuentes sobre el coronavirus (COVID-19)', 'Aire acondicionado', 'Prohibido fumar en todo el alojamiento', 'Cocina', 'Gestiona tus viajes', 'WiFi gratis', 'Lavadora']",32.6270669,-85.5055172,[]
2237,"Auburn, 36832, Estados Unidos","El Auburn Gameday Center Studio Walk to Arena! Dispone de aire acondicionado. El alojamiento está a menos de 1 km del estadio Jordan Hare y cuenta con conexión Wi-Fi gratuita en todas las instalaciones.

La cocina está equipada con lavavajillas, horno, microondas y cafetera.

Cerca del apartamento hay varios lugares de interés, como el Toomers Corner, el Auburn Arena y el complejo de fútbol. El aeropuerto más cercano es el de Columbus, ubicado a 63 km del Auburn Gameday Center Studio Walk to Arena!.","['Parking adaptado para personas de movilidad reducida', 'Tostadora', 'Habitaciones sin humo', 'Fogones', 'Parking en el alojamiento', 'WiFi gratis', 'Cafetera']",32.6074967,-85.4908449,"[{'Personal': '10'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '10'}, {'Confort': '9.6'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '10'}]"
2334,"School Road 7, Birmingham, B13 9ET, Reino Unido","El Amethyst Suite Moseley Mews by StayStaycations está situado a 4,6 km de Birmingham Back to Backs, a 4,7 km de la Universidad de Birmingham y a 4,9 km de la Casa y Jardín de Winterbourne. Ofrece alojamiento en Birmingham. Este apartamento se encuentra a 4,9 km del teatro Hippodrome y a 5,3 km de Birmingham New Street.

Apartamento de 1 dormitorio con conexión WiFi gratuita, TV, lavadora y cocina con lavavajillas y horno. Se proporcionan toallas y ropa de cama.

El apartamento está a 5,5 km de Gas Street Basin y a 5,6 km de Broad Street. El aeropuerto más cercano es el de Birmingham, ubicado a 12 km del Amethyst Suite Moseley Mews by StayStaycations.","['Parking gratis', 'Calefacción', 'Utensilios de cocina', 'Fogones', 'Horno', 'WiFi gratis', 'Parking en la calle']",52.4437042,-1.8818022,
2394,"Huntsville, 35805, Estados Unidos","El Huntsville Oasis with Basketball Court and Patio! ofrece alojamiento con aire acondicionado y patio. se encuentra en Huntsville. Esta casa se encuentra a 41 km del centro comercial Athens y a 42 km del parque Big Spring.

Esta casa de 4 dormitorios cuenta con WiFi gratuita, TV de pantalla plana por cable, lavadora y cocina con lavavajillas y horno. Se proporcionan toallas y ropa de cama.

La casa cuenta con sala de fitness.

El Huntsville Oasis with Basketball Court and Patio! está a 3 km del Southern Adventures y a 41 km del distrito histórico Robert Beaty. El aeropuerto internacional de Huntsville es el más cercano y queda a 21 km.","['Burns Spring Park Nadatorium\n1,8 km', 'Brahan Spring Park\n2 km', 'Metro Kiwanis Sports Plex\n2,2 km', 'Archer Park\n900 m', 'Habitaciones sin humo', 'Merrimack Soccer Complex\n1,5 km', 'WiFi gratis', 'Huntsville Running Park\n2,1 km', 'Parking en el alojamiento', 'Chelsea Park\n450 m']",34.6881626,-86.6112227,[]
2408,"2a Via Benozzo Gozzoli piano terra, 50124 Florencia, Italia","Este apartamento sostenible goza de una ubicación ideal en Florencia, cerca de lugares de interés como el palacio Strozzi y el palacio Pitti, y ofrece vistas al jardín. Se encuentra a 1,6 km de Santa Maria Novella y dispone de ascensor. Hay WiFi gratuita y aparcamiento privado por un suplemento.

El apartamento dispone de aire acondicionado, 1 dormitorio, sala de estar, cocina totalmente equipada con horno y cafetera y baño con bidet y secador de pelo. Se proporcionan toallas y ropa de cama. El establecimiento cuenta con zona de comedor al aire libre.

Hay un supermercado pequeño en el apartamento.

Cerca del Apartment downtown Florence, moderno con giardino hay varios lugares de interés, como la Piazza della Signoria, la catedral de Santa Maria del Fiore y la galería Uffizi. El aeropuerto más cercano es el de Florencia, ubicado a 7 km del apartamento.","['Aire acondicionado', 'Jardín', 'Habitaciones sin humo', 'Calefacción', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor', 'Parking privado']",43.7709841,11.2362074,"[{'Personal': '9.7'}, {'Instalaciones y servicios': '9.8'}, {'Limpieza': '10'}, {'Confort': '9.5'}, {'Relación calidad-precio': '9.5'}, {'Ubicación': '9.7'}, {'WiFi gratis': '10'}]"
2432,"Via San Gallo 80, San Marco - Santissima Annunziata, 50129 Florencia, Italia","El Antica Dimora Johlea ocupa un edificio del siglo XIX situado en el centro de Florencia. Ofrece conexión Wi-Fi gratuita, una terraza panorámica en la azotea y habitaciones elegantes con baño.

Las habitaciones son acogedoras y cuentan con muebles tradicionales, cama con dosel y TV vía satélite con reproductor de DVD. Todas las habitaciones disponen de aire acondicionado y baño privado de mármol con artículos de aseo.

En la sala de estar compartida hay una selección de libros, dvds y revistas.

La estación de Santa Maria Novella se encuentra a 15 minutos a pie del Dimora Johlea Residence.","['Tetera/cafetera en todas las habitaciones', 'Servicio de habitaciones', 'Servicio de lavandería', 'Habitaciones sin humo', 'Calefacción', 'Terraza', 'Habitaciones familiares', 'Desayuno excepcional', 'WiFi gratis', 'Ascensor']",43.78134274,11.25983968,
2475,"16 Via del Pantano, 50142 Florencia, Italia","El Rebecca's house Florence se encuentra en Florencia, en la región de la Toscana, y ofrece una terraza. Se encuentra a 9,1 km del centro de convenciones Fortezza da Basso y dispone de ascensor. Hay WiFi gratuita en todas las instalaciones y Santa Maria Novella está a 9 km.

El apartamento consta de 1 dormitorio, sala de estar, cocina totalmente equipada con microondas y cafetera y baño con bidet y secador de pelo. Se proporcionan toallas y ropa de cama. Este alojamiento es para no fumadores.

El apartamento está a 10 km del palacio Pitti y del palacio Strozzi. El aeropuerto más cercano es el de Florencia, ubicado a 11 km del Rebecca's house Florence.","['Parking gratis', 'Habitaciones sin humo', 'Terraza', 'Wifi rápida gratis (480 Mbps)', 'Ascensor']",43.7720173,11.1608728,
2519,"1 Via Attavante, 50143 Florencia, Italia","La Casa vacanze Nido Verde ofrece vistas al jardín y se encuentra en Florencia, a 5,5 km del centro de convenciones Fortezza da Basso y a 5,9 km del palacio Pitti. El alojamiento está a 5,4 km de Santa Maria Novella y cuenta con aire acondicionado, WiFi gratuita y aparcamiento privado. El apartamento está a 5,9 km del palacio Strozzi y a 7,3 km de la Piazza del Duomo di Firenze.

El apartamento está equipado con 1 dormitorio, TV de pantalla plana con servicios de streaming y cocina totalmente equipada con lavavajillas, horno, lavadora, microondas y nevera. Se proporcionan toallas y ropa de cama. El alojamiento cuenta con entrada privada.

La Piazza della Signoria y la catedral de Santa Maria del Fiore se encuentran a 7,7 km del apartamento. El aeropuerto más cercano es el de Florencia, ubicado a 8 km de la Casa vacanze Nido Verde.","['Aire acondicionado', 'Parking gratis', 'Jardín', 'Barbacoa', 'Habitaciones familiares', 'WiFi gratis']",43.7676956,11.1941573,
2520,"46 Via de' Bardi, 50125 Florencia, Italia","El Attico Ponte Vecchio Vista Duomo+Parking+Terrazzo está situado en el centro de Florencia, a poca distancia del Ponte Vecchio y la Galería de los Uffizi, y ofrece WiFi gratuita, aire acondicionado, lavavajillas y cafetera. El alojamiento tiene patio y vistas al río. El alojamiento cuenta con ascensor, seguridad de día completo y consigna de equipaje.

El apartamento es amplio y cuenta con 2 dormitorios, 3 baños, ropa de cama, toallas, TV de pantalla plana con servicios de streaming, cocina totalmente equipada y terraza con vistas a la montaña. El balcón tiene muebles de exterior y vistas al lago. El alojamiento está insonorizado y cuenta con entrada privada.

Hay un supermercado pequeño en el apartamento.

En los alrededores se puede practicar ciclismo. El apartamento ofrece servicio de alquiler de coches.

Cerca del Attico Ponte Vecchio Vista Duomo+Parking+Terrazzo hay varios lugares de interés, como el Palazzo Vecchio, la Piazza della Signoria y la catedral de Santa Maria del Fiore. El aeropuerto más cercano es el de Florencia, ubicado a 12 km. Se proporciona servicio de enlace con el aeropuerto por un suplemento.","['Aire acondicionado', 'Servicio de habitaciones', 'Traslado aeropuerto', 'Calefacción', 'Servicio de limpieza diario', 'Terraza', 'WiFi gratis', 'Ascensor', 'Parking', 'Desayuno']",43.7671331,11.2538892,"[{'Personal': '10'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '10'}, {'Confort': '9.6'}, {'Relación calidad-precio': '9.3'}, {'Ubicación': '10'}]"
2536,"1105 26th Street South, Birmingham, AL 35205, Estados Unidos","El Highlands Condo in the Heart of Southside se encuentra en Birmingham, a 3,7 km del BJCC, a 6,4 km de la Universidad de Samford y a 6,5 km del Legion Field. Este apartamento se encuentra a 3 km del jardín botánico de Birmingham y a 3,1 km del parque y Museo Vulcan.

El Alabama Splash Adventure se encuentra a 31 km del apartamento, mientras que el McWane Center está a 2,8 km. El aeropuerto más cercano es el aeropuerto internacional de Birmingham-Shuttlesworth, ubicado a 9 km del Highlands Condo in the Heart of Southside.","['Inglés', 'Preguntas frecuentes sobre el coronavirus (COVID-19)', 'Prohibido fumar en todo el alojamiento', 'Parking gratis', 'Programa de fidelización Genius', 'Gestiona tus viajes', 'Ofertas de temporada y para las vacaciones', 'Atención al cliente', 'Centro de recursos sobre seguridad']",33.5042444,-86.7877011,[]
2542,"62/Z Via del Ponte alle Riffe, Campo di Marte, 50133 Florencia, Italia","Simona Suite 2 is situated in the Campo Di Marte district of Florence, 2.6 km from Accademia Gallery, 3.1 km from Fortezza da Basso - Convention Center and 3.4 km from Piazza del Duomo di Firenze. The property is set 3.6 km from Cathedral of Santa Maria del Fiore, 4 km from Piazza della Signoria and 4.4 km from Uffizi Gallery. Free WiFi is available throughout the property and San Marco Church in Florence is 1.9 km away.

The apartment has a flat-screen TV and 3 bedrooms. For added privacy, the accommodation features a private entrance.

Guests can relax in the garden at the property.

Santa Maria Novella is 4.4 km from the apartment, while Palazzo Vecchio is 4.4 km from the property. The nearest airport is Florence Airport, 10 km from Simona Suite 2.","['Nevera', 'Jardín', 'Fogones', 'Horno', 'WiFi gratis', 'Parking', 'Lavadora']",43.7905095,11.2696249,[]
2562,"44 Via del Leone, San Frediano, 50124 Florencia, Italia",,"['Aire acondicionado', 'Calefacción', 'Habitaciones sin humo', 'Terraza', 'Habitaciones familiares', 'WiFi gratis', 'Zona de fumadores']",43.7682912,11.2422064,
