business_id,categories,name,address,post_code,city,state,latitude,longitude,url,attributes,avg_rating,num_of_reviews,source
0x87762285a666cf17:0x4dbb40c279fc6a02,hotel,Ramada North Platte,3201 S Jeffers St,69101,North Platte,NE,41.1055297,-100.7620873,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87762285a666cf17:0x4dbb40c279fc6a02?authuser=-1&hl=en&gl=us,,3.4,5,google_maps
0x89c2f9c72b655f7f:0x25afd35556877a71,motel,Airport Motel,636 Huyler St,07606,South Hackensack,NJ,40.8583911,-74.0508965,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f9c72b655f7f:0x25afd35556877a71?authuser=-1&hl=en&gl=us,,3.8,8,google_maps
0x88569d43ede43545:0xd69315df5d7f7e94,resort hotel,THORNHILL Members Club,6501 Elmstone Dr,28277,Charlotte,NC,35.060089,-80.825636,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88569d43ede43545:0xd69315df5d7f7e94?authuser=-1&hl=en&gl=us,,4.4,18,google_maps
0x89ca56efee11e8a5:0x3cec3ffa7cd3188a, retreat center,White Sulphur Springs Conference & Retreat Center,4500 Milligans Cove Rd,15550,Manns Choice,PA,39.962834,-78.6074043,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ca56efee11e8a5:0x3cec3ffa7cd3188a?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.9,16,google_maps
0x88051c18767ed8f9:0x9ea97d22bc72c8b0, hostel,Lloyd Barbee Montessori School,4456 N Teutonia Ave,53209,Milwaukee,WI,43.098433,-87.9422378,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88051c18767ed8f9:0x9ea97d22bc72c8b0?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.3,18,google_maps
0x5343551884752cdb:0xc6822585662847b5,boutique,Frayed Sew,38 S Last Chance Gulch St,59601,Helena,MT,46.5862992,-112.0403224,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5343551884752cdb:0xc6822585662847b5?authuser=-1&hl=en&gl=us,,4.8,4,google_maps
0x88e83f5f3d5b86b9:0x5d121d9cf9a8a38a,lodge,La Casa,6850 S Hancock Rd,34448,Homosassa,FL,28.7619321,-82.6216571,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e83f5f3d5b86b9:0x5d121d9cf9a8a38a?authuser=-1&hl=en&gl=us,,4.8,8,google_maps
0x80dce0f40a231d7d:0x3d5ae6fb6a3f614a, boutique,On Que Style,2900 East Coast Hwy,92625,Corona Del Mar,CA,33.600108899999995,-117.8721451,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dce0f40a231d7d:0x3d5ae6fb6a3f614a?authuser=-1&hl=en&gl=us,"In-store shopping, Wheelchair accessible entrance, Quick visit",4.5,108,google_maps
0x86595b866c803e15:0x6f60870c99310b47, retreat center,Lazy CK Ranch,6400 TX-39,78024,Hunt,TX,29.949522,-99.6150599,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86595b866c803e15:0x6f60870c99310b47?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.7,18,google_maps
0x89c439a7cd6c3979:0x1f7dba03da508f8a, boutique,bareMinerals Boutiques,175 Lehigh Valley Mall,18052,Whitehall,PA,40.6310272,-75.4801559,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c439a7cd6c3979:0x1f7dba03da508f8a?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.6,8,google_maps
0x86346a196b1ea255:0xca6be39b9e19c143, resort hotel,Renew Medical Spa,3939 Texas Blvd,75503,Texarkana,TX,33.4554458,-94.0536176,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86346a196b1ea255:0xca6be39b9e19c143?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Appointments recommended, LGBTQ friendly, Gender-neutral restroom, Restroom",4.7,53,google_maps
0x88578fdeae6bb88d:0x6a331160bd48f15b, boutique,Perfect african hair braiding and boutique,823 N Main St,29388,Woodruff,SC,34.7508112,-82.0455561,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88578fdeae6bb88d:0x6a331160bd48f15b?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Wheelchair accessible parking lot, Appointments recommended, Debit cards, Credit cards",4.0,93,google_maps
0x87939277fa83332f:0x5f61603da287fc4f,boutique,Paperdoll Vintage Boutique,6107 Maple St,68104,Omaha,NE,41.2848972,-96.0075865,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87939277fa83332f:0x5f61603da287fc4f?authuser=-1&hl=en&gl=us,"Quick visit, Debit cards, ""Womens clothing""",5.0,2,google_maps
0x8665a7582cbb7fad:0x7a8f4270c03c75,boutique,francescas,2200 South 10th Street E02A,78503,McAllen,TX,26.1855476,-98.2362786,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8665a7582cbb7fad:0x7a8f4270c03c75?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Delivery, Mask required, Wheelchair accessible entrance, Quick visit, Debit cards, Credit cards",4.3,16,google_maps
0x87cf03e8267296a7:0x3ad0e52cd8e82899,hotel,Holiday Hills Unit 548,545 Park Crest Ct,65616,Branson,MO,36.6320848,-93.1898982,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cf03e8267296a7:0x3ad0e52cd8e82899?authuser=-1&hl=en&gl=us,,4.8,8,google_maps
0x886c66dbfef65a47:0xfd0426ffc704b444,boutique,Lola Rue & Co,114 N Walnut St,47404,Bloomington,IN,39.1671524,-86.53341669999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886c66dbfef65a47:0xfd0426ffc704b444?authuser=-1&hl=en&gl=us,"In-store shopping, Wheelchair accessible entrance, Quick visit, Checks, Debit cards, Identifies as women-led",4.7,8,google_maps
0x52ca13f59022da11:0x7d4cb13594c0f84c,resort hotel,Elmwood Resort,6567 MN-114,56308,Alexandria,MN,45.8329448,-95.4878524,https://www.google.com/maps/place//data=!4m2!3m1!1s0x52ca13f59022da11:0x7d4cb13594c0f84c?authuser=-1&hl=en&gl=us,,4.5,15,google_maps
0x88e6dc18ca8470b7:0x46700a701c847790,boutique,francescas,1100 Cornerstone Blvd #1070,32117,Daytona Beach,FL,29.2142389,-81.0984271,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6dc18ca8470b7:0x46700a701c847790?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Delivery, Wheelchair accessible entrance, Quick visit, Debit cards, Credit cards",4.4,16,google_maps
0x88c2c7da59452bcf:0x39a9e53c5b2bbdf0,boutique,Fashion Haze boutique,1830 W Waters Ave Suite A,33604,Tampa,FL,28.0212227,-82.4798802,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c7da59452bcf:0x39a9e53c5b2bbdf0?authuser=-1&hl=en&gl=us,"In-store shopping, Mask required, Staff required to disinfect surfaces between visits, Wheelchair accessible entrance, Quick visit",5.0,6,google_maps
0x87aef1432ffdadfd:0x2ce45659d7bf42da,motel,Canton Motel,Canton,Motel,W Main St,Canton,36.0532759,-98.5906573,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87aef1432ffdadfd:0x2ce45659d7bf42da?authuser=-1&hl=en&gl=us,,3.1,28,google_maps
0x89d6b1799df94a4d:0xa34ca890d7451b6f, boutique,Pier 1,2475 W Ridge Rd,14626,Rochester,NY,43.20915,-77.69478409999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d6b1799df94a4d:0xa34ca890d7451b6f?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Debit cards, NFC mobile payments, Assembly service",4.4,53,google_maps
0x88e427b8d1fce651:0xf1c1248db343fb69,boutique,Declaration & Co St. Augustine,63 San Marco Ave #3257,32084,St. Augustine,FL,29.9019215,-81.3157902,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e427b8d1fce651:0xf1c1248db343fb69?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Wheelchair accessible entrance, Quick visit, NFC mobile payments",4.7,33,google_maps
0x80dbfa5ec561eda7:0xde52faca3723568f,boutique,Poway Countryside Barn,14051 Midland Rd,92064,Poway,CA,32.9687592,-117.0357789,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbfa5ec561eda7:0xde52faca3723568f?authuser=-1&hl=en&gl=us,"In-store shopping, Wheelchair accessible entrance, Quick visit",4.4,28,google_maps
0x532d58d82432d6c3:0x3c58028edcfb6e8a,resort hotel,Apple Springs Resort in Boulder Canyon,12257 Reunion Ridge Rd,57785,Sturgis,SD,44.3965005,-103.5997325,https://www.google.com/maps/place//data=!4m2!3m1!1s0x532d58d82432d6c3:0x3c58028edcfb6e8a?authuser=-1&hl=en&gl=us,,4.6,5,google_maps
0x864e29a6d48a8055:0xb489e8cffb71d75a,retreat center,Glen Lake Camp & Retreat Center,1102 NE Barnard St,76043,Glen Rose,TX,32.2392507,-97.7423009,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e29a6d48a8055:0xb489e8cffb71d75a?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.9,27,google_maps
0x886b566106e59efb:0xc53b93e2f74770f0, extended stay hotel,Abney Lake Apartments,3451 Sherburne Ln,46222,Indianapolis,IN,39.8222037,-86.21838559999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886b566106e59efb:0xc53b93e2f74770f0?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,3.2,105,google_maps
0x876f25f95d5c31b3:0xd23d56cefac8ab40, boutique,La Barata Mini Market/ Taqueria,1408 S Greeley Hwy,82007,Cheyenne,WY,41.104812,-104.8010961,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876f25f95d5c31b3:0xd23d56cefac8ab40?authuser=-1&hl=en&gl=us,"Delivery, In-store shopping, Wheelchair accessible entrance, Quick visit",4.3,18,google_maps
0x809a1521b6660bdb:0xbbfd176a13bb376f,retreat center,Leoni Meadows Camp & Retreat Center,6100 Leoni Rd,95636,Grizzly Flats,CA,38.6105384,-120.504837,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809a1521b6660bdb:0xbbfd176a13bb376f?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Wheelchair accessible parking lot",4.6,58,google_maps
0x8859ce4f1f8e078f:0x5da781ccbdad665a,retreat center,Look Up Lodge Christian Camp,100 Look Up Lodge Rd,29690,Travelers Rest,SC,35.1008567,-82.4155426,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8859ce4f1f8e078f:0x5da781ccbdad665a?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.8,36,google_maps
0x80b0e74820051d11:0x5729d17e9459b842, motel,Preston Truck Center,NV-318,89317,Lund,NV,38.914889,-115.043018,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80b0e74820051d11:0x5729d17e9459b842?authuser=-1&hl=en&gl=us,"In-store shopping, Delivery, Mask required, Staff required to disinfect surfaces between visits, Safety dividers at checkout, Wheelchair accessible entrance, Quick visit",3.8,25,google_maps
0x89e6de3e0d9dd8a7:0x69fa2d58138e24d4, boutique,bareMinerals Boutiques,50 Holyoke St #E364,01040,Holyoke,MA,42.1676302,-72.64135689999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e6de3e0d9dd8a7:0x69fa2d58138e24d4?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.4,17,google_maps
0x8667cbbdc005099b:0xc3188f966f89689c,hotel,Scottish Inns,815 S U.S. Hwy 281,78332,Alice,TX,27.742319,-98.0844982,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8667cbbdc005099b:0xc3188f966f89689c?authuser=-1&hl=en&gl=us,,3.4,48,google_maps
0x864e999f91031499:0x73d2b1eb2cf6f72,hotel,Hotel 6,,,,,32.7567437,-96.8144871,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e999f91031499:0x73d2b1eb2cf6f72?authuser=-1&hl=en&gl=us,,3.0,2,google_maps
0x87d23f533a0330db:0xaf83f10534f30764,hotel,Tannenbaum Lodge,1800 Tannenbaum Rd,72530,Drasco,AR,35.5555127,-92.0693002,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d23f533a0330db:0xaf83f10534f30764?authuser=-1&hl=en&gl=us,,4.7,6,google_maps
0x4cb3f06156aad7db:0x193a9a3f959ca7bf,hotel,On the Trail Lodging,511 Goebel St,03570,Berlin,NH,44.4674075,-71.17712449999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb3f06156aad7db:0x193a9a3f959ca7bf?authuser=-1&hl=en&gl=us,,5.0,5,google_maps
0x4cb3daf064f8d1ab:0x5e78905c1652df28,lodge,The Brook Chalet,82 Brook Road,04217,Bethel,ME,44.438988,-70.7505219,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb3daf064f8d1ab:0x5e78905c1652df28?authuser=-1&hl=en&gl=us,,5.0,2,google_maps
0x54eadd2c51acd177:0x43b562fed0811622,hotel,Pacific City Beach house,34040 Ocean Dr,97135,Pacific City,OR,45.2095258,-123.9695245,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54eadd2c51acd177:0x43b562fed0811622?authuser=-1&hl=en&gl=us,,4.9,18,google_maps
0x80ece5617aaca01f:0x528776f746b90389,hotel,Billeting Office,,,,,35.3240207,-120.7270683,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ece5617aaca01f:0x528776f746b90389?authuser=-1&hl=en&gl=us,,4.5,6,google_maps
0x886b4badcc6b6dbf:0x5c31ab5b9d52c356,boutique,J’s Boutique & Braids,11135 Pendleton Pike #200,46236,Indianapolis,IN,39.8628771,-85.9696597,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886b4badcc6b6dbf:0x5c31ab5b9d52c356?authuser=-1&hl=en&gl=us,"In-store shopping, Wheelchair accessible entrance, Credit cards",4.1,56,google_maps
0x886b52b4f3d5d503:0xec78e70a1bf7e557, boutique,Pandora,8702 Keystone Crossing,46240,Indianapolis,IN,39.9146201,-86.11124,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886b52b4f3d5d503:0xec78e70a1bf7e557?authuser=-1&hl=en&gl=us,"In-store shopping, Delivery, Wheelchair accessible entrance, Quick visit, Debit cards",4.5,28,google_maps
0x884b0eb2f4ddd825:0x7e73319b4fa4a09a,retreat center,Bishop Hodges Catholic Pastoral Center,Catholic Conference Center,26273,Huttonsville,WV,38.6547569,-80.0060389,https://www.google.com/maps/place//data=!4m2!3m1!1s0x884b0eb2f4ddd825:0x7e73319b4fa4a09a?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.0,5,google_maps
0x80deab464fac4263:0xdaaf2d23320eb74e,hotel,The world famous yellow footprints.,,,,,32.7387723,-117.1933389,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80deab464fac4263:0xdaaf2d23320eb74e?authuser=-1&hl=en&gl=us,,4.6,8,google_maps
0x88e5cb737aaaaaab:0x15362e1020f524bb, boutique,Teavana,10300 Southside Blvd rm 1560,32256,Jacksonville,FL,30.1849071,-81.55378999999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cb737aaaaaab:0x15362e1020f524bb?authuser=-1&hl=en&gl=us,"Delivery, Cash-only, Fireplace, Live music, Live performances, Coffee, Comfort food, Happy hour drinks, Happy hour food, Prepared foods, Small plates, High chairs, Breakfast, Lunch, Dinner, Catering",4.7,7,google_maps
0x89b64b7044133d27:0x3331b5081d283326, boutique,Green & White Cleaners,2727 Merrilee Dr,22031,Fairfax,VA,38.879558,-77.230586,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b64b7044133d27:0x3331b5081d283326?authuser=-1&hl=en&gl=us,,3.4,18,google_maps
0x88f506a8af1f065b:0x6ee64f178ecf6430, boutique,Beauty Maven,484 Moreland Ave NE C-2,30307,Atlanta,GA,33.767472999999995,-84.3493866,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f506a8af1f065b:0x6ee64f178ecf6430?authuser=-1&hl=en&gl=us,,4.0,3,google_maps
0x89c148d17dcf568d:0xebd073c70a8a5ad5,hotel,Quality Inn & Suites,2015 Burlington-Mount Holly Rd Route 541,08060,Westampton,NJ,40.027252,-74.81880799999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c148d17dcf568d:0xebd073c70a8a5ad5?authuser=-1&hl=en&gl=us,,3.9,105,google_maps
0x88647b237cfa3db3:0x7adb36b2bd79d8ba, boutique,Salon Atash Hair & Brow Bar,7021 Executive Center Dr,37027,Brentwood,TN,36.0296334,-86.7892954,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88647b237cfa3db3:0x7adb36b2bd79d8ba?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Wheelchair accessible restroom, Appointments recommended, Restroom",4.6,84,google_maps
0x89c6b96d54b1e4f3:0xfe4465691e3667de,hotel,Ironworks at Pencoyd Landing,615 Righters Ferry Rd,19004,Bala Cynwyd,PA,40.0159882,-75.2142672,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c6b96d54b1e4f3:0xfe4465691e3667de?authuser=-1&hl=en&gl=us,,4.0,1,google_maps
0x880fb3b34c11dd4b:0xdedff9955be7d7c5,boutique,Alara Designers Boutique,268 W North Ave,60101,Addison,IL,41.9055478,-87.995204,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fb3b34c11dd4b:0xdedff9955be7d7c5?authuser=-1&hl=en&gl=us,In-store shopping,4.8,6,google_maps
0x87c91a442e49211b:0x6e80a6b0119583be, hotel,Casa de Dyer,2107 NE Steinbeck Dr,72712,Bentonville,AR,36.3932123,-94.1777006,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c91a442e49211b:0x6e80a6b0119583be?authuser=-1&hl=en&gl=us,,5.0,1,google_maps
0x87938ddd65307de1:0xb446b4de1644e8be, boutique,Scout Dry Goods & Trade,5018 Underwood Ave,68132,Omaha,NE,41.265414,-95.9920189,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87938ddd65307de1:0xb446b4de1644e8be?authuser=-1&hl=en&gl=us,"Curbside pickup, In-store pickup, In-store shopping, Delivery, Wheelchair accessible entrance, Wheelchair accessible parking lot, Quick visit, Debit cards, NFC mobile payments, Credit cards, LGBTQ friendly, Transgender safespace, Wi-Fi, Identifies as women-led",4.1,135,google_maps
0x8661274acb4bcfb5:0x6e81ba99aa1db33a,boutique,Prague Boutique,2715 E Del Mar Blvd,78041,Laredo,TX,27.5796052,-99.4561368,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8661274acb4bcfb5:0x6e81ba99aa1db33a?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Wheelchair accessible entrance, Quick visit, Debit cards, Credit cards, Identifies as women-led",4.9,7,google_maps
0x885761ea79ef3953:0xfa6dc926285343bf,hotel,Artist Lair in the Mountains,280 Walker St,28722,Columbus,NC,35.248193,-82.19646399999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885761ea79ef3953:0xfa6dc926285343bf?authuser=-1&hl=en&gl=us,,5.0,1,google_maps
0x405beb2a38ea0f03:0x25270c67f12956f3, boutique,Distinctive Eyewear,201 N Riverside Ave #9,48079,St Clair,MI,42.8245081,-82.4858369,https://www.google.com/maps/place//data=!4m2!3m1!1s0x405beb2a38ea0f03:0x25270c67f12956f3?authuser=-1&hl=en&gl=us,"In-store shopping, Delivery, Wheelchair accessible entrance, Appointments recommended",4.7,28,google_maps
0x89c670cdcc6246dd:0x4d5e65cca94fd7a2,hotel,Morena Y Franklin,100-124 S 3rd St,19602,Reading,PA,40.3338165,-75.9317105,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c670cdcc6246dd:0x4d5e65cca94fd7a2?authuser=-1&hl=en&gl=us,,5.0,1,google_maps
0x87cb31c415dd486f:0x6dee6f12dac87c26,resort hotel,Dreamland Vacation Resort,262 AR-375,71953,Mena,AR,34.556525,-94.2183522,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cb31c415dd486f:0x6dee6f12dac87c26?authuser=-1&hl=en&gl=us,,4.0,38,google_maps
0x864c13b7111a569b:0x4d0b8213bd8af29f, boutique,Salon 205,205 N Graves St,75069,McKinney,TX,33.1984474,-96.629931,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864c13b7111a569b:0x4d0b8213bd8af29f?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Appointments recommended",4.5,17,google_maps
0x88f509ab6a876969:0xebf0bc8572c2a7a7,boutique,Hello Gorgeous Boutique & Cafe,3400 Malone Dr #2,30341,Chamblee,GA,33.8895314,-84.3076605,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f509ab6a876969:0xebf0bc8572c2a7a7?authuser=-1&hl=en&gl=us,"Curbside pickup, Delivery, Checks, Debit cards, NFC mobile payments, Credit cards, LGBTQ friendly, Transgender safespace, Identifies as women-led",4.7,38,google_maps
0x4d55fc618fc1aebf:0xfd8408007c652eb9, hotel,Rest Lake Lodging,13847 Woodland Ln,54545,Manitowish Waters,WI,46.1474243,-89.8849977,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d55fc618fc1aebf:0xfd8408007c652eb9?authuser=-1&hl=en&gl=us,,4.5,13,google_maps
0x88dd0d1208dceffd:0x8977f972b1ae27c3, boutique,Trappin Beauty,Eagle Ridge Mall,Haven,451 Eagle Ridge Drive,Winter,27.9509746,-81.6178077,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd0d1208dceffd:0x8977f972b1ae27c3?authuser=-1&hl=en&gl=us,,4.5,28,google_maps
0x89b7b7e839eed2af:0x5621b9cd7f5d042b,boutique,Little Leaf,1401 S St NW,20009,Washington,DC,38.9142352,-77.03248119999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b7b7e839eed2af:0x5621b9cd7f5d042b?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Mask required, Staff wear masks, Staff required to disinfect surfaces between visits, Safety dividers at checkout, Wheelchair accessible entrance, Quick visit, NFC mobile payments",4.5,76,google_maps
0x89d98c8ba75b65ab:0x7548fc1a57bce9c3, resort hotel,LaFleur de Beaute Inc,6900 Highbridge Rd,13066,Fayetteville,NY,43.026713,-76.04328699999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d98c8ba75b65ab:0x7548fc1a57bce9c3?authuser=-1&hl=en&gl=us,"Appointment required, Wheelchair accessible entrance, Appointments recommended, Gender-neutral restroom, Restroom",4.5,34,google_maps
0x883f38cd7976e3bf:0xab124ce39826555f,resort hotel,Rittenhouse Resort,4739 Woodville Pike,43078,Urbana,OH,40.175662,-83.8449289,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883f38cd7976e3bf:0xab124ce39826555f?authuser=-1&hl=en&gl=us,,4.3,133,google_maps
0x80c8bfca117ad28d:0x87055e2b076b8833,boutique,Paige & Rye,3370 S Hualapai Way Suite 145,89117,Las Vegas,NV,36.1283861,-115.3144557,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8bfca117ad28d:0x87055e2b076b8833?authuser=-1&hl=en&gl=us,"Curbside pickup, Delivery, In-store pickup, In-store shopping, Same-day delivery, Wheelchair accessible entrance, Identifies as women-led",5.0,2,google_maps
0x8646b55124476d09:0x8eb70e8b1256e310,boutique,Sassy Attire,709 12th St,77445,Hempstead,TX,30.0981658,-96.0812002,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8646b55124476d09:0x8eb70e8b1256e310?authuser=-1&hl=en&gl=us,,5.0,2,google_maps
0x8624834d4abfded1:0xce615452c4ef892f,hotel,Boarding House,320 Attakapas Rd,70501,Lafayette,LA,30.223367,-91.988077,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8624834d4abfded1:0xce615452c4ef892f?authuser=-1&hl=en&gl=us,,5.0,2,google_maps
0x8889227430117789:0x85db4f0abb150b00,boutique,"D FIESTA BOUTIQUE: FORMAL DRESSES QUINCEAÑERA 15 PROM,Western Wear.Baptism,first Communion,Weddings,",,,,,33.3937454,-86.79760859999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8889227430117789:0x85db4f0abb150b00?authuser=-1&hl=en&gl=us,"In-store shopping, Delivery, Wheelchair accessible entrance",3.7,8,google_maps
