user_id,name,review_count,useful
K2VZMLykxnctDXWgO23lJg,Tim,358,321
y9WhhW724xLQ4p_lGQCQkA,Timothy,341,1414
2OLohmwFrl8ru4w1mUXtyw,Connie,371,952
2z4CSJ9EH0L-5BmzquYnSg,Nicole,235,567
RmXIjppHNtVveguN10iO1g,Kevin,1356,12467
LPvaDDpoeVw6DB7Oepd9cg,SuSu,69,85
FlXBpK_YZxLo27jcMdII1w,Mallory,1158,3875
GmQR50bIII7gDNRYEgfXfA,Tiffany,1770,10932
UYUWmXsUynm4sTkwk9siZw,Chris,327,1677
Sg_BvnTHsbc1AABiJjaiPA,Vivian,1398,1688
JiUmz7l4rNz4-YmOj13i9g,Vicky,808,3307
Nv7jyW-Xag9-1uAXZZHUfQ,Sarah,116,178
E7dNhALfxoE5OcH0ybH0Sw,Mike,474,1325
cMoQqT_j_FD1gO6EEZzOIg,Mitch,1103,5279
ZIOCmdFaMIF56FR-nWr_2A,Randy,3315,48205
pxBmvgpiDMN161PwHDtsLw,Jane,197,457
IyIsFkVY48JWa01inv-7zA,Rob,2904,8482
syvwUKQJ4OYfmL_ixVLMeQ,Tina,4386,19720
OF1Dwu3fWeyNzX2ehlyM3A,Cynthia,357,395
tlY0QMQDyfjQAEwHnzvFnw,Ken,1819,3603
BrFSDMl2V85mW9UtbAeUAg,Edward,55,164
uQEqsxqT3U6Ll1dsnqst-w,Ann,677,850
Xj4NPAq2efs4mzS4kFHGyQ,Brianne,522,1341
2nE0zU6y_F7gkwHi3yL6cQ,Erin,596,1628
nBdv5Br4G8pDWXXqSXhUug,Holly,230,503
g5qD10shooDJEPjt6miMrw,Lyn,1141,3232
mpDMGJi3TtxZIWWEsbZfyQ,Vivian,171,291
_BcWyKQL16ndpBdggh2kNA,Karen,4274,16950
-NbeVN5tnwdyYAvdNkKMjw,Dominic,1101,6704
j4cmflYbwAktOxZ_iiJCOQ,Danielle,236,1276
HZRfI9weev2Vr_w0jPF8-Q,Martha,208,849
e8ctA42_X95wLlrf09YZQg,Amy,710,2070
UJcXryv3GnXik-dauejBdQ,John,859,2442
DeDvAzbCIPaXQlor2LctVA,Amy,308,635
kKTcYPz47sCDH1_ylnE4ZQ,Pegah,2595,6142
upQwDazroow3rjNMW4PZww,texas,193,313
NOKGADhE0dtzEbpbIhGowA,Lucy,1004,2218
UY-PIbm4jcnCHcFhjpaqTQ,Angela,663,1052
Wxd-EKF2Z4RHZUmwQ6Eeew,A,1405,4294
gReqm4q-A-vfsAgicBsbtA,Wesley,923,1909
h-NFrVwhhCvxdle_3pBwiQ,Donna,67,152
xxL-DwwdT5VGvss9mCzOGg,Adam,1888,9232
HwL0cUMC7-qghiAKBzMpXg,Amy,332,637
cJCiN7dtlGLW2-zApamFQA,Tricia,231,377
HUmClClluKP5Ur6X7e306Q,John,1206,2078
HuoP7ejN-LSwkO1UIgmtaw,Andy,342,838
AP7o6yRkjkqOveZxHg9seA,Jamie,30,32
rTB2UhWGpsLMQo5kCzX39A,Brian,753,872
IPxJLWpKptzpTWlfjFiuHA,Gordon,187,525
Xw7ZjaGfr0WNVt6s_5KZfA,Marielle,2272,15105
lufa4bHQd3XLYQE1zXis0g,Lisa,2007,6951
wGXNiLljJudWjQ8Uwrb3yA,Ben,20,35
H-_0YKUQfxDRFztGiCrhBQ,Apearl,697,1634
GJHgbuXmy-Q5eSzkDH5V3w,Fallan,11,11
cMEtAiW60I5wE_vLfTxoJQ,Jennifer,4190,6495
BPZEAoU0sB6CFGusTErUuA,Vince,1995,11713
tGasH5DTBL0-8JnnIYx3eg,Christina,441,939
0S_i96G5FR7oYO3QeH_01Q,Joy,1416,5328
d67zTET_2IuVoWcUU0aWaQ,Janet,2241,8618
4kKngcDGjuzo18pxx5jHog,Amanda,409,1082
0Igx-a1wAstiBDerGxXk2A,Jen,2733,13793
xvaeF_Daee7vhOSk5G9g_w,Safrona,29,69
HS8fh_WvXvl-8UrbaIM-fA,Valerie,290,113
5Yd0OweWo7jDVI-G3WwGwA,rosie,162,512
OZTZgCcxO7fcFkZ3LYDroA,Oski,546,548
yZyUc9ChBerAAeUY8ygSfw,Eric,424,1440
6WG2IGTVr-xKn0pYQZJGjw,Felicia,323,2967
DMwp6ZDmshHRPeQVrYGoqQ,Amy,406,520
wfAY5pTWM48wNQNh96jymw,Alison,111,264
3MvDSyrKUxoAARc7hUWHGA,Harden,36,171
huayr-WjhExgJPIZcRhZIQ,Michelle,428,2103
UlWDGR0QrBbdFsVY6ugocw,Aimee,885,8423
6Yat8NbiWbJkQPCEN2YLMA,Julia,28,20
LOi1qbpl2hTP0cwSDDuyBQ,Shirley,1630,2597
EP8o8JnQSI0WEkeodwA8lA,Bobby,613,3831
VRvD7-JHdWdTQnh1lRCw_A,Jenna,618,1500
EV7Zj6Jyf2tcuFB2Fv1shg,James,499,855
005GchcM1HWBH3SFKrIxBA,Naomi,420,1041
bEC8C904SPszVpMPEUKFNA,Sean,409,310
2--3--v8yHU3a3FljCcBRg,William,189,355
mqf7xO1AeQxkAOhWJz5Mlg,Russ,508,1210
ubVIhBzZYTSGBR1zn0cKww,Robyn,487,1153
uqGUoJrccxrxT42FhMQBhg,todd,180,97
-O_FGGkZEeg509iOZADxDw,Su,259,252
XRodxenm9sHoYbD15Em4nQ,Megan,429,774
kuhYz6erOHGKazHex8_KCQ,Ruth,138,386
ywf1G9IvDLg_KytwLimFCw,Scott,389,959
FVk12H4Cz4DkRzl8N5-PGQ,Tiffany,967,1681
bSRQp1PBDzCKyvepEQSYxQ,Cay,95,147
IhmBr-yHC8xLjdnoq7O37w,Amuse,2106,3338
isQxsxlCjj6P8GQ_uuFwew,Amanda,1043,2033
eP-p6lbK7I4iipc_2OIMMg,Alison,243,666
snfg5hrEoUVYwkD4IcKeuw,Christina,75,202
OlhNXWuNmmQiNDyWLtdReg,Chihee,141,134
YBM0il-DPBz2xVwTZsPrUw,Clemente,68,94
KXYRjdlgg-Gw7mwF22ZAJg,Dennis,450,430
dexn2UVHzkPITS1SYBjH_A,Bert,202,1061
Xxvz5g67eaCr3emnkY5M6w,Jen,2403,4380
aGI_wfhcJ86DJ-67Lkty8g,Di,435,1053
rTJ3EecGoQNbfFj7mqjDmw,Elizabeth,529,796
vzPTjVZG0-5MO7jGGeNwTw,Ferdinand,181,473
84HvpQDxcHWmbMDfs8IEYw,Chrissy,534,2121
yuLqTuKUEgWB5GTKKmS56A,Bodie,366,440
Lu8y2ayxVlAzuJEVfVcH4w,Rebekah,2482,19362
OoND3zlU8KhVuPSE7N6gmw,Michelle,812,1797
G6uiBIcMc21mxtIsR6K_3w,Irene,486,2296
w0Eb3PnZFiyQdWqXYKnx3A,Schuyler,510,1499
RlI8vfhbYeUahO875DBFIw,Natalie,739,2010
hlBjT5WITYsbJFs9nRsY3Q,Jim,271,1278
7v1QP-z1tgrxOapQLYlm8A,Aaron,53,125
_OOCtlUhIp94w3wZf8-6cA,Joseph,54,148
bs_FiiqQNyUg6Fh_WqyLyQ,Brandon,1523,2179
3PB1TY8e8NnnHBHTb96p7Q,Casey,227,292
qRE57EZymOvKF8Ugrn2GZA,John,150,183
uCAtWdcGvNDkJUxqBk8OBA,Fay,189,230
Tvk5HuAzmYDJPN9d6fBiiA,Vanilla,1049,1837
SGY0ydXxLbkbY-w9E2g8Tg,Brad,419,890
3DxHjoFkMlmgd8qhZhgWWw,Tom,95,50
8bKjmdE9h9Jc8hzCO7EJsQ,Carolyn,469,1015
YAG90mceVFQLdvl4wndvQg,Margaret,1180,1377
ierqPx-n-6fr6gHF2gNUqQ,Christian,138,126
1O638BDK_fWuxgTVJwff-A,Rob,3008,9549
hlPOotTeYCyd5TQAKpv5LQ,Meghan,1133,2250
Oi1qbcz2m2SnwUeztGYcnQ,Steven,1371,29572
dA0aaK-RQnOkL1AMd9Fuzg,Patricia,49,43
FPOLMElOP7XpqlwgoT9KLg,Jeff,184,178
uJxm2nlKS0c5wUvSqR8G6A,Sal,79,49
-pVe4vgAv2KD6UwLvYK4iw,El,62,95
hz8qETAGEjbKkj2GoGfZMQ,Jose,3,5
JD7L3z31GmOuVsRRPyqdFQ,Brian,1900,10820
IucvvxdQXXhjQ4z6Or6Nrw,Sunil,6459,8233
9WFy3YGJUy5cCRMIrwyu6g,Jennifer,307,617
ig5IJbIuq-gopoPIEUlm1w,Kat,720,2468
toQe9adQWV7iC7KM_eugsA,Sarah,210,518
1pkTtqkIn0w9BvF9z9loQg,Claud,42,49
oSeE_p_gYxI82APPWJhJjg,Jim,324,999
3b2q_BzCDB62LsnUznC49g,Jonathan,464,1234
HjlmwNPgoeXhSMh0Zl-zcw,Jim,308,1577
KGsXnYHvYddGaL_jyl0DMQ,Deb,383,2670
NvUeb5G_mSSxgKhEE_Hueg,Jocy,1503,10955
krz6KPtOMU4Z0cMCGaacCA,Ann,1464,6749
gVUtrEhYXrmnVWDyW2VBqg,William,489,528
qI3uzegMdq3q3WxAajECGw,Tara,961,11040
EO1Cz15wYnHQ0aGc9T6tzw,Franco,2340,10419
cPcStFGBlk-6lWWsttIfVQ,Ee Vonn,2280,8521
u-u8vyXgSSQSA_K6rvrZjA,Alyssa,395,1514
h3KpLypa9SZEw2ydFNC19Q,Alvin,783,2351
08mOpJRCpZe3D8UHszP4FA,Ann,3207,11589
BIBdLxXLDHKpzvcC-xy44w,Jessica,44,54
T9AtZPYC4W81rylyvOOmQQ,David,345,989
PKiUSfVMJam-nGy8SiD-Aw,molly,20,9
TVN3qoXU0-sateboutdCZg,Angela,695,1588
iJdknUsOPUDA2BTfTVE1Hg,Jennifer,577,1033
Frpav5mTr1bZhd7hkiwWxA,Vanessa,696,2094
BvnchfgvNbzeXvz-7sHVpQ,Ray,278,687
X-8WUdJ1hYidYXQygzTEBw,Meghan,533,1239
qbtznqJqPl4-7hXkJBE8jQ,Jeannie,644,1318
SIpBqzGhRM7T5cDFiuIryg,Jason,673,19093
1pzP58PeWictHQzctMU0nQ,Misty,1393,7677
fIhAh0HzHRqTb05Y1xSW8g,Julia,540,1329
pzV7A5XSTK6zSPAxeAmaLA,Leanne,414,1936
W7ze3kEq4Br2JIOPP8okNA,Franklin,786,1071
2jHXlagPsLtmRi4Nsr49LA,Karen,430,2456
Y1BEntJLQAEaXtfHH2OsBg,May,278,305
PLOYtrCMUFPHQe2IbYAd5g,Joanna,2956,13336
LhnoqfSZobV3bch7of-Kaw,Ellen,892,3045
QY_CL2YeU4On8HsWgf07NQ,Cletis,82,160
Yej5B4nd8PqpHMQcmCTDrg,Stevey,553,1852
UxvPvwa4lkS6HLryKV1Oyg,Jeannie,432,931
gBpxjo01cpY_5stvzru46Q,Andrea,621,1280
v_riC5aPW8i5teI_-VN8lA,Kim,54,126
tUCg6vQppzUJJKqTtKfWTw,J J,283,262
oYp-SseW6wygUiSQrBFzyQ,Kelly,49,114
2-gnDYB2aM2xtmYk5R5zoQ,Lori,302,547
XAh8KAJtPqQ_o-Ndb9V_tg,Ericka,547,1844
ign-wXfFvXhgqYVTbxV3aA,Mehran,738,1957
saEUjebfkgXQKzNuD_0Pfg,Emily,112,585
T3CQIkF1S8k5LLJszBRR6Q,Carly,87,194
-8EnCioUmDygAbsYZmTeRQ,Mimi,1568,17424
6O0MxTs3Pzzj5cXSHgYmrw,Nicole,311,550
v3QDeKjl5-PgTG2eOa_qNA,Christmas,179,899
dYCmh8rJl_ZkC_mt70ZDhQ,Johnny,558,2497
AF2wygvqImI9gbFijr13rw,Jessica,231,1170
dgGUKdOh2a01OwLw1qgfDw,Alex,875,2195
bslOvFExlhVCaIIxh1PCTQ,liza,153,282
JB_Qflj9Q2I_c-22hcMwKA,Rowena,1205,1972
VEj1OuO6QrQMXFhuMZJ8cQ,Ettya,705,2329
TR7ezcRznfr1Jif7euZZJg,Marlyn,794,4216
lgUKLRsqvhu4DbM9syzq_Q,Rebecca,388,1309
zT14hfSFNwxn6Uit9ymf2w,Aloha,163,153
iT1AA74QFn_a0Xq9-ggSGA,John L.,2017,12584
nnwBdqGHIAJQ5QX9lHOtrQ,Hank,3327,9625
lqHAb35BIqVtPAWz2QEb4Q,Aaron,201,163
zoahf1GKypVKEe1GxH0OUw,Raymond,206,283
TMLVzNYs-zwwREudyvI08A,Matthew,611,1305
WSL2jqwwgkqkKDbFuuXeFQ,Su,403,677
1mcspXwi0cnbu0_4VJf2Uw,Nicole,107,237
I6YARR1VloAua-buFULo1Q,Tanya,963,1305
Rqfbh-m2qqe8SPgI334i1g,Jeff,410,559
SIZOfo7jTjCXnL8ZtpM2aw,Lucy,1571,14166
Sn6DV1-Xk7du4dGqnXuEdg,Kelly,258,697
sJFka9N-fGoLASJJSwu3Tw,Cherie,303,340
0dIvVs3PY64bE3PZF-8V8A,Lorraine,2045,4741
09BVSK2BeCopebFI6plOIQ,Saba,703,2562
aC-OnXEbHZBnfWMyYj_WRQ,heather,169,289
BmThnFPDalpbC1x98aXKaw,Heather L,233,1386
ltdZ7tFHnmSS7Cnw8M4y5w,Amy,475,405
kKPbWlBjpSL3Qzvtn_AaPw,Sam 'Wags',446,444
wzyGNvArcpUjZauRWFrKHA,Bill,2512,12800
le3q1LEoDlI5wSsWUvAE7w,SeaElle,178,190
B5RcWUztezeNkW-_ujqViQ,Janene,1434,4403
KczWxaaTAmzwiX_IiL-hjQ,Laura,76,219
y8aWXOimQ9ZgUgZ6q--nCQ,Carrie,472,5077
eFBojqvl3lzJQIVsenmNDw,Beth,29,31
yXO72Pgg07hbMAELm4D6tw,Eliza,162,237
gfQqQYI5_hCAGEHlHXIz2Q,Cherie,2113,5669
SGPscai169s5QLriYf0_jQ,Allie,109,420
igaoaFNkX7ieMuyUBg0u5w,Leang,2182,2763
RMrWegRjr3gn_g7fOLxHRA,Caitlin,227,430
CV8aQ9nTu4_1yKtd2D38hA,Jake,225,633
vGHb-ijnZ3sYlpW3i6rn5w,K. Kevin,13,7
9sHfCA7_y5DkQM2I3ykHzw,Rob,265,355
5XV9WW2XEe1ygix8a4NLTQ,Matt,51,152
PhmMWBBQda24K9z6b9R-sA,Jeff,1322,4872
4lM4kr2y23ywPMrrLfB43A,DeAdra,92,137
wWa9X07Cq8EVaqJrA5QKyA,Kevin,605,1418
x-LrGPXN7WFX15Qk9B6_YQ,Lindsay,220,535
xyFtRXaTjhStZB3Zb9uFvA,Leo,416,559
3Ymp49H-fWveJDqCuQzSMg,Valerie,345,632
NNgQ8fV5ARQgHw-Ob7l50A,Brad,1114,4093
kW2dk1CWihmh3g7k9N2G8A,Shradha,2895,4774
luLjzKRHp77YnlLlD6rULQ,Philip,208,235
zD1T8JFx3O1Rf9aNu49rpQ,Poker,397,1175
2BZSt66JP1QzbxFc51_f2w,Rahel,194,573
D-rKFBb1s4_4vpDA9Wjiog,Michael,1433,593
ApJ9YgYU-AhS4a-F5oTGHw,Nicole,526,1471
KfxFfpYT_0RD7Fa7RVI8Wg,Cher,182,867
puqwzHvxKqt7-hqJIISYEw,Lacey,149,102
IwHLuykqqmGVNHJ_UCwXWg,Marqus,4112,30883
2LfozZiejXfQHcS52-Fv5w,Nicey,361,817
bu0yuueBapV96Y_rxCj39g,Eunice,451,451
Mf2NAhMTiYk0DC0fZjhNMw,Sally,341,422
LyrAjv8V6HWkceuTB4Xtkw,Duke,1308,3415
WlgB9SAzYAyHEAlawc27xg,Anjali,188,649
0mYNAVDIzW4fzgAQ5opGWg,Mary,218,387
8wQIoFapkegkC5fcVYg_Iw,Jamie,1148,4395
amRKO3MKk7r-kK41IHkG6A,Katie,16,72
67HwuY1mtttvvnqn9tHU0Q,Jamie,638,655
1T6HR7ezF-pMod0LWNL8tg,Kimmy,71,268
1sMZdqmCa_X2Lf_x6XOCFw,Patrick,858,6002
xOr3cP1xO2qC4lx2E9jnBg,Robert,281,918
DwgoefLg51quf7saVqcTHg,Punam,322,339
nLOF2qXMJfTbbcVtDo8oZA,Jenna,293,576
h5e3Lt-rkc4l0rL_J31XHQ,E,629,386
v9ZgIl22Q813cCfv1e9RLw,Robert,511,2126
DICLJDdq0HpvOVYR5mB4gA,Eric,3231,5085
BsfZ3P6huGAVXG1TdZpQ6A,Richard,941,2137
1bjo-xG3tKF5rQjRx5zW4Q,Von,367,1176
l0-VQ8nA_oijpKlRB7dkow,Robert,1498,3559
4Xi2i_i1RzKkoJ41_1JHig,Mariangela,614,783
L0hIDvoJUMNHSK_vEWGiFA,Richard,1162,1850
hWDybu_KvYLSdEFzGrniTw,Bruce,16567,173089
2T1zzzZnLajKsgB5AaSq4w,Jill,676,707
bwq4VuSXz4Xx1P9CPQIwCg,Seth,113,389
PLe2TWa02y1C7gnHErMDKA,Ess,97,503
6wORV90A1aliLSwHMKL4hQ,Neal,911,2204
LEqV5RPgYgkOTnsiR1ynkQ,Frances,244,260
6oJzbP6dqPYoaSuCNKaITw,Mike,1409,1289
LV0tWvAuDUkjNhfrhj5JFQ,Mykie,1136,2699
lmL1P6wJi0Z8Jg8DTPqawQ,Jeff,2148,7724
ZCVEZmTB_StK-UXA3WPVlQ,Zanna,523,2241
bBfyLClSrcHGI6awaIc4Pw,Cat,43,37
21QDiOO3x_Fv5b0LK4P0Dg,Caesar,947,1460
ggtwHX4GVBY1J7TAVlqvuw,Janet,136,219
BLrrlNdaU3fOXpcbcbE4Aw,Andrew,523,979
60RKNAZwY5EUooJf624aKw,Sarah,929,3557
_8Q_TBpMw8BPGRJKxAal8Q,Tom,47,130
nLMu3AN9ruBrS3WsGHY9BQ,Cyndee,17,62
PFrkq7xTQYSL1LKElc58Gw,Rpm,440,1118
jfpqJpSwQnL-6eblk7hIhQ,John,466,549
zv0MVTY5PTYb1O7KqVTIuw,Dean,526,911
UXbCcmkYGl3DH_Py5UOtbQ,Toni,2704,39527
u8EgqDkF24x26DCQA6KYQA,Terry,378,938
Am_G2m0pwVrEg9AoUp5tow,Gia,630,1537
A2JGzkvNjckSmps_4FbKWw,Holly,575,932
qumjKpb34tsSJ26Y2aaTPg,Cheryl,489,1274
AQCiU4Rh7YLcBMq-SBeKjw,Chris,116,189
sTILRBBisAT4clUKaZTK0Q,Jeffery,371,584
jveIBHpWOfZFv24luiDjPA,David,1457,1768
NsKJ7A1hSZ1XUdHui6bDSg,Steffanie,787,1232
Bezh6tDmCrL0-SnsV6CneA,Irene,1279,1669
I8N37VokHEmZhYxrT5SfYg,Todd,43,122
Oq1_D-SsKD-g1BaKvOOO0Q,Inga,197,819
FHnkj6VduG1PgTTxJJVQBA,MICHAEL,20,33
0C65lVj_ujVYDs7b2yYBAA,David,1076,10693
kZFPKu-N0vTcy0Oc6rmG7Q,Sharon,36,37
H5d_nFqzwrREE-YduK2ABg,Julie,1221,6741
-l1bn8D8iZ0n9Q0PgIDGBA,Sal,443,428
XYSDrIef7g4Gmp3lNFVO6A,Neal,4967,15821
Qc6UTFaDLIjvTKIOh2E9zw,Angie,149,665
4aC9eBCo3TAsP68H5CoywQ,Tiffany,271,553
EBDWVh0sE3HgiqgMuXBsuQ,Steve,184,320
YAkNDXeHUlAJVS_lEelmZg,Stephanie,403,559
5P0zuGAjmgwLYOFUFZZG8A,Maggie,160,327
kJgvtgPwhH-JDs0IAoGhyw,Kailyn,311,284
bQduRxvheoA9xp4qMefdqQ,Jessica,65,178
X5EAMkKCHTpmso9ILIFRUg,eliza,412,1579
Ytjon2aVUm09CMdfGJxZYg,Rachel,642,2275
RRsbPGYyKJ3zqMMkzcHZaQ,Lenny,493,831
5PtkFEymTrtxdZ9Wys5s8g,Jennifer,834,2685
L27OShvycGmVOkAxD1h86A,Nickie,1189,5137
mwRBFkkoJwJ6EyPSXL8LtQ,Jen,232,547
FXH0V3aHyy1-EIzycMHqDg,Scott,253,354
riWDgbauId8TK7YFVgMNJw,Rene,810,2962
of-Kuw-FAB59_b5YlUtGSQ,Arica,256,228
4sGBaR8p-PguxVz6XhBbwg,C,67,81
RMCBbVlPNX898XSRDy-bqQ,Kevin,129,355
AIjA_jJQyAhoxtYd335Ekg,Jes,692,1084
M0AnYyp5EBMryhTNHR8oqQ,Sara,492,2085
o--zHBo8ihFUeqBhbx7Qag,Angelo,1495,4912
ck_-Ms-O5kKYqcEVqufBLw,Anne,325,556
1TFraFC6i-tDhXQ3del0-g,qirk,1122,1112
L-YwqsxAdOn4X0Rs_xg4pw,B,149,170
vmfVpgUvY4bB-Isruu_KqQ,Travis,164,109
wYhzRrGfsmvVxTdBDbI2kg,Craig,158,228
B-s-8VUnuBjGTP3d01jsyw,Allie,2505,7487
4-rPBKD_ztwC_5aTAscP4Q,Jody,427,866
VD8Ox-akHloK3-QV3FxY-g,Nikki,1053,2346
C8bOY9xt_yTIE8Q_3ZlvMg,Devalina,16,16
7WGn22Zdpq69HW1xGVXQOA,Michelle,472,1044
AQxmbuDiToMv2WYtq4Mfdw,Les,785,1708
Hn8O2RQijYIVLFNF5VPWTA,Ali,499,1978
7x7SqqLaCASbpWeJZmQDUQ,YelpHatesMe,289,1083
if-6FnW2g8Y47PWQCismFQ,Marcello,123,565
6J9_G3HMr-0yf2I4NHXhfA,David,95,306
2XrBkSRP0vCNCDJUjIqjAA,Lauren,196,513
Egu4qSFR56EhGuTHZTaVjA,Sarah,1124,3256
Hz2pySgap66sbNQutKpojQ,Rebecca,36,102
X60MhC89BL--J13kXdV0cg,Dan,977,3364
77wo69hNeqoPVBRRLzO1hw,Jules,444,2280
7JZcwiRlm_dYocaR3IkA4Q,Michelle,235,644
ZDig1uJmgrDYLLZ_p1yWhQ,Felicia,416,449
uxOjXmWuuEuHmF6rXFZfSw,Erin,197,898
8-CEeAqx4f3vwq5aIHtZdw,Angela,570,1375
iGtm_U7LY1kzEcl218ySew,Patricia,630,298
VsMON8pfI9g_YhvHdvX4SQ,Frank,270,474
U13tLFucJNz1fNv_Xgdj0g,Mel,2225,1268
N9tgUEYnMvdZSDDAZ46sJg,Deborah,796,720
IixIxVQJvJg7SDQM_WCMmw,Jerrica,1387,3613
1PJ-RjMqXHeymSkLRzuIdA,J,1556,3431
CRxG1LKUtkCNctak9vy8NQ,Betty,253,310
Vrq4c5yq7qroPxAklLySHg,Becca,131,344
P0GbmdzeEJtx4CBsksTKIA,Caitlin,354,752
u05LhVsS9Xf8v5MAS2w89Q,Diana,80,104
34Al3p8NZfjLU_iPauoWsA,Laura,272,539
CiYE6gS-Q9eb3nwcN7wWnQ,Bryan,110,414
Y_2jMUKz6pvJ0JSWG3u10A,Tina,724,1849
FSEhLgKf4BYulMjfh85Npw,Marie Annick,281,428
oj13G5M9IFl6TKqR_pjCgQ,Greg,54,86
IpReaQYuXO_nB07xnkHuNw,Mary,772,4736
heg3_yIHFUAY6lJdqx1New,Gabe,49,39
5rDW0VrYEc9-XyuAU4aMHw,Ka'ili,451,1375
yPdPATvZ95l366Pp8nVzLQ,Angela,375,461
pCkb46E5BULDmd2u2_jU1g,Meghan,128,129
MU-5R0PXunRw66ahQWCj2g,Adam,5,1
B3wkelZcsk_QmIg17QSKMQ,ben,360,509
ch46FyfmASh0XnnkA8YE0Q,MiYong,266,623
I5ctrq9WNVNir8GlATNYkw,Eli,168,130
Fr_rLfBcfvVVXkLTanrkvA,Chris,902,1714
sGt1R_nmq_Ne-FgOsIQCvQ,Michael,55,63
sRayUe6Y_YSXOK7pKfdlBg,Laura,431,1192
YLvZJLuvNvpKIXx0kuDmtw,Jessica,206,188
AQGMTHae70n3MnONotAuYQ,Kathy,1955,7315
I30Q5xP79wRuEWJyfiiarw,K.,255,750
QQtoHnP0cP7nzNnUob_1CQ,Doug,753,2670
7ITNWhYP1l8B672DxYdZ2g,Robert,286,235
O3nhfuz6W4wlmIQgM_Oo2g,Tiff,2221,7202
qZDo73leTHIcM8ZOb4nRRw,Flavia,246,323
c3Ju0HwICQNnT0ZPHO6gSA,Sri,282,435
TIrOT3y33xydiOnNSqDvOA,Hang,962,1951
CgpXfAKdbVv1VMhJFurlug,Raymond,156,170
s6QghJT6IHNxV5MX8a66tw,John,937,2611
jNsPTMmg9EcqY7q2Q-Rm6A,Tiffany,1005,2998
hL-p_AOo53wJyYrggzYMVg,Robin,375,790
8GsgN-bxWdk0gHSSNGtHyg,Kat,287,352
fNrHrQa2kS-SxuLiQWGxtg,Jason,133,471
YgavGxfAdjhkkbwlAY_9ZQ,Michelle,109,424
l-zgWG-brcQ4iRev-pfrsg,Peg,749,3374
mwQCoS_tJUK7JC6cVw_mdg,Kim,658,1130
W0TobKzkaqtOZpIe0CrENQ,Barbara,980,1806
TH8k-7i2T3txGb5lVEdHyg,David,412,544
zLJWgCnkj8yFhy7ZqpNb1A,Leslie,155,349
iiu3bqTQyXy2Eu-jzO0T2Q,Larissa,54,123
pbyxWMCyRe8_NZihJToYKw,Pamela,257,376
x_NfifOcHluxCC84iC-0Rg,Lance,13,9
-JcNHKthxPv9AJZcCmdKWQ,Alice,223,140
V1TcKSKP9OjlQ25Zp8QlDQ,erica,19,48
JZH2n5WrfPYJPM9MYivSHw,Esther,694,818
lRvVaSIPosTTbOYFC3HPAg,Meg,212,508
TINJU5ib4OMlCL07JqYGhA,Dennis,437,1234
twsGoixh3L5iozFjym7s7w,Torrey,241,350
KDewJBJknfWvQyHHFNbfdg,Jon,892,5482
tXqVduTJHLbrrwVEO8JX6w,Smitcha,787,2533
SfSSbSjSOQmwjtIxF9-tdQ,Michael,233,92
vJ_Vdzvrb5UzGaPAg3dtvA,Jason,137,268
eQ3KXZKdD4hP-US4WI4lbg,Merritt,101,207
