hotel_id,hotel,stars,address,city_id,latitude,longitude,categories,attributes,source_id
JErlN2z9oxWy2JGXfH6q4g,Courtyard by Marriott Nashville Airport,3.5,2508 Elm Hill Pike,10737.0,36.152699742,-86.6814262467,"['Hotels', ' Venues & Event Spaces', ' Event Planning & Services', ' Hotels & Travel']","{'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'free'""}",1
BsqWAGeo0VNIaiSIMkbQew,Country Inn & Suites by Carlson-Nashville Airport,2.5,590 Donelson Pike,10737.0,36.1427401,-86.6672864,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",1
0i-nqDj0GJsIONjYBF2CJA,TownePlace Suites Nashville Downtown/Capitol District,4.0,310 Gay St,10737.0,36.1689108,-86.7811019,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}",1
G2Ubc7_x_MoI_H-jsX4fug,Hilton Nashville Green Hills,4.0,3801 Cleghorn Ave,10737.0,36.10957,-86.8185805,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']",{'BusinessAcceptsCreditCards': 'True'},1
ApQVCHPl-8ualMxQiCbKjQ,Motel 6,2.5,701 Stewart's Ferry Pike,10737.0,36.1548304,-86.6257528,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}",1
y9CRaDv1ZRZkSjt7ZuZ-mg,12 South Inn Suites,4.0,918 Knox Ave,10737.0,36.121479,-86.785567,"['Bed & Breakfast', ' Hotels & Travel']","{'WiFi': ""u'free'""}",1
TRvDnBK3Z9J41Cki-u5HiQ,Downtown Hair Salon,4.5,17 Arcade,10737.0,36.1645141516,-86.779399955,"['Day Spas', ' Nail Salons', ' Beauty & Spas', ' Hair Salons']","{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True'}",1
Eg5BtNkFNxseJ-L-XtmQxQ,T Nails,2.0,"2613 Franklin Pike, Ste 104",10737.0,36.1200856,-86.7766364,"['Day Spas', ' Beauty & Spas', ' Nail Salons']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False'}",1
OhUQLPiPuwczM8Rlm-itcA,Holiday Isles Resort,2.5,14711 Gulf Blvd,6736.0,27.7993516,-82.7985162,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'""}",1
qPC1cvjvNM197sPpiYictg,Courtyard by Marriott St. Petersburg Clearwater/Madeira Beach,4.5,601 American Legion Drive,6736.0,27.8094629,-82.7945771,"['Hotels', ' Event Planning & Services', ' Hotels & Travel', ' Venues & Event Spaces']","{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False'}",1
Pcxef4vgyFAfNgsFW7peNw,Enterprise Rent-A-Car,2.0,1201 E Erie Ave,13109.0,40.005848,-75.104891,"['Hotels & Travel', ' Car Rental']",None,1
zy2p8yfx_fgXMCCUo8nWsA,Sleep Inn Center City,3.5,1020 Cherry St,13109.0,39.9546067076,-75.157443872,"['Hotels & Travel', ' Hostels', ' Hotels', ' Event Planning & Services']","{'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'DogsAllowed': 'False'}",1
JIrsBVXBPGeW5hRZvX7ZuA,Residence Inn by Marriott Philadelphia Center City,3.5,One East Penn Sq,13109.0,39.9526484795,-75.1624528099,"['Hotels & Travel', ' Event Planning & Services', ' Apartments', ' Home Services', ' Hotels', ' Real Estate', ' Venues & Event Spaces']","{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True'}",1
6UtUOlVQBKoCdWUqQWDz5Q,Philadelphia Chocolate Tours,2.5,,13109.0,39.9559288,-75.1574567,"['Hotels & Travel', ' Specialty Food', ' Tours', ' Chocolatiers & Shops', ' Food']","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}",1
rNPddzp4s_Zgj3nrZcYZaA,Budget Rent A Car,1.5,1 Arrivals Rd,13109.0,39.878685,-75.245255,"['Hotels & Travel', ' Car Rental']",None,1
tpS5qq7iSJLKD38pM02lZA,All City Taxi,2.0,2024 S 12th St,13109.0,39.9244258,-75.1660812,"['Hotels & Travel', ' Airport Shuttles', ' Taxis', ' Transportation']",None,1
JGhgV4FBAwMTr8w-_UcZJA,Omni Hotel at Independence Park,3.5,"401 Chestnut St, Ste 1",13109.0,39.9490605,-75.1477326,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3'}",1
VkMokNW-HLye5jc8_1l_vA,Greensgrow Farms,4.5,2501 E Cumberland St,13109.0,39.9781699,-75.1208563,"['Hotels & Travel', ' Food', ' Venues & Event Spaces', ' Home & Garden', ' Nurseries & Gardening', ' Tours', ' CSA', ' Event Planning & Services', ' Shopping', ' Christmas Trees', ' Community Service/Non-Profit', ' Local Services', ' Farmers Market']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'HappyHour': 'False', 'DogsAllowed': 'True'}",1
yzmfVvTu7_zxcB9vBv7dDg,GSpa,3.5,817 N 2nd St,13109.0,39.9634533,-75.140699,"['Day Spas', ' Nail Salons', ' Skin Care', ' Beauty & Spas']","{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",1
PcazBGGgZFBiWWpBrbbMEQ,Extended Stay America - Indianapolis - West 86th St.,1.5,8520 Northwest Blvd,30.0,39.9092849,-86.267766,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",1
fr5URHkQU59sdka9ShjHJw,Comfort Inn & Suites North At The Pyramids,1.5,9090 Wesleyan Rd,30.0,39.9184227,-86.2248327,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}",1
Rt715mstuuUE08H0IpmusA,Segway of Indiana,5.0,853 E 65th St,30.0,39.873469,-86.1432108,"['Hotels & Travel', ' Tours']",None,1
xc9Kk_eKG62gE9tbE408xw,Comfort Inn South,2.0,5040 S East St,30.0,39.691671,-86.149677,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}",1
F-CpNSss5CQ0TxAR0Nij_w,Bella Stella Limo,2.5,"2801 Fortune Cir E, Ste A",30.0,39.735189,-86.247094,"['Hotels & Travel', ' Transportation', ' Tours', ' Limos', ' Airport Shuttles']",None,1
VPxeyXTL9VatQt3FPa-YQg,Super 8 by Wyndham Indianapolis West,1.5,5241 W. Bradbury Ave,30.0,39.7313443,-86.2482669,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}",1
cZamrivcsy0PwlALYS8l7Q,Woodspring Suites,2.0,9515 Pendleton Pike,30.0,39.8486931212,-85.9999730811,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']",None,1
w7AqAGhGX-zlCM-pVdXntA,Ironworks Hotel Indianapolis,4.5,2721 E 86th St,30.0,39.9119906,-86.1177247,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'WiFi': ""'free'"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True'}",1
BRGIa4noG3pB_f-sd2CiBg,Hilton Indianapolis Hotel & Suites,3.5,120 W Market St,30.0,39.7689576,-86.1601024,"['Hotels', ' Restaurants', ' American (Traditional)', ' Hotels & Travel', ' Event Planning & Services']","{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'WiFi': ""u'paid'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'Caters': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""'quiet'""}",1
gEdBdZ-wdUbEWeZeEB3xNg,Holiday Inn Indianapolis Airport,4.0,8555 Stansted Rd,30.0,39.6748865992,-86.3107334919,"['Hotels', ' Resorts', ' Hotels & Travel', ' Event Planning & Services', ' Venues & Event Spaces']","{'WheelchairAccessible': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False'}",1
lg_ulnOYuQbZZ3VnMSXCOg,Wingate By Wyndham Indianapolis,3.0,6240 Intech Commons Drive,30.0,39.8795684,-86.2710102,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'paid'""}",1
2R0kOS7P3F624H6rUy0Fpg,La Quinta by Wyndham Indianapolis Downtown,3.0,401 E. Washington Street,30.0,39.7664498,-86.1505402,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}",1
JuL0FCffA9l-yCkXxKip8w,Foot Loose,3.5,8936 St Peter St,30.0,39.636195,-86.1227369,"['Day Spas', ' Health & Medical', ' Reflexology', ' Beauty & Spas', ' Massage Therapy', ' Massage']","{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'WiFi': ""u'no'"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'AcceptsInsurance': 'False'}",1
bWQ11DwK4fE2obt2eTh81A,La Beaute Spa,4.5,"3940 W 96th St, Ste a",30.0,39.9264496011,-86.2284554558,"['Day Spas', ' Health & Medical', ' Beauty & Spas', ' Skin Care', ' Medical Spas']","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'AcceptsInsurance': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'""}",1
-oobSz7KVoUOtra6HWKkQA,Enterprise Rent-A-Car,3.5,1571 N Olden Ave,10065.0,40.2421961,-74.7558969,"['Hotels & Travel', ' Car Rental']",None,1
g9VjloFtS0S2p4_XoV1ReQ,Springhill Suites by Marriott Tampa North/I-75 Tampa Palms,4.0,5396 Primrose Lake Cir,17.0,28.127381,-82.3777015,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}",1
7akaRRko9CzFQ3FGemCn4g,Crowne Plaza Tampa Westshore,3.0,5303 W Kennedy Blvd,17.0,27.945346,-82.532936,"['Hotels & Travel', ' Venues & Event Spaces', ' Hotels', ' Event Planning & Services']","{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}",1
ze-Ksh7oCaNk4lihlpAkdw,Vista Inn and Suites Tampa,2.0,400 E Bearss Ave,17.0,28.0891578236,-82.4567840253,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}",1
ZnsI7cdmEdTKT6RWcsKCAQ,Payless Car Rental,1.0,6903 N Dale Mabry Hwy,17.0,28.0114071,-82.504311,"['Hotels & Travel', ' Car Rental']",None,1
gbOFWcLcgUOfRvMSeDj5Hw,Enterprise Rent-A-Car,4.0,13739 N Dale Mabry Hwy,17.0,28.0710726993,-82.5054532896,"['Hotels & Travel', ' Car Rental']",None,1
nhVlnqc_LrI7Z23rrdO-TQ,Embassy Suites by Hilton Tampa Brandon,4.0,10220 Palm River Rd,17.0,27.941591,-82.3324246,"['Hotels & Travel', ' Hotels', ' Venues & Event Spaces', ' Event Planning & Services']","{'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}",1
394-E4Ren-NAP4i5YwC1VA,Lost Pearl Pirate Cruises,3.5,333 S Franklin St,17.0,27.9406816245,-82.455506955,"['Hotels & Travel', ' Ferries', ' Transportation', ' Event Planning & Services', ' Boat Charters']",None,1
a_OkPbk51U7gCyArNEna0g,717 Parking Enterprises,1.0,1523 N Franklin St,17.0,27.9569931328,-82.4601589143,"['Hotels & Travel', ' Parking', ' Auto Detailing', ' Automotive', ' Transportation']",{'BusinessAcceptsCreditCards': 'True'},1
5RdQt9GDQky9PVOPSfIh7g,Firefly,2.0,"1200 North Westshore Blvd, 1200 North Westshore Blvd",17.0,27.953916,-82.525174,"['Hotels & Travel', ' Car Rental']",None,1
dHR2mn58u7J3kxpUIPBymQ,Motel 6 No 483,1.0,333 E Fowler Ave,17.0,28.0539490662,-82.4558344436,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2'}",1
0gJmDImte1jwNN3leCZmPA,ACE Rent a Car,2.0,5405 Airport Service Rd,17.0,27.9644109389,-82.5353774025,"['Hotels & Travel', ' Car Rental', ' Airports']","{'WiFi': ""u'no'""}",1
sjgFuxDHiVOHrfuP1MtEkg,Pirate Water Taxi,3.0,603 Channelside Dr,17.0,27.942202,-82.4482156,"['Hotels & Travel', ' Taxis', ' Transportation', ' Public Transportation']",None,1
8C0jJ6AmcDZGscuABtZRdQ,The Barrymore Hotel Tampa Riverwalk,3.0,111 W Fortune St,17.0,27.9530053,-82.4639815,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}",1
ZMU2DLe1Njl59yDi97TH5w,Extended Stay America - Tampa - North Airport,1.5,5401 Beaumont Ctr. Blvd. East,17.0,27.997947,-82.546529,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}",1
snNbJG8JYbpe8H5xsHjn_Q,The Don Vicente de Ybor Historic Inn,4.0,"1915 Republica de Cuba, 14th St & 9th Ave",17.0,27.9617460891,-82.4100503153,"['Hotels', ' Local Flavor', ' Hotels & Travel', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}",1
a9mX_pOERGedTzStIVhZCg,Rodeway Inn,1.0,2307 East Busch Blvd,17.0,28.031818,-82.43398,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']",None,1
H4Rv_BQU7we_PZmzLAP4ng,DoubleTree by Hilton Hotel Tampa Airport - Westshore,2.0,4500 W Cypress St,17.0,27.9515686,-82.5212099,"['Hotels', ' Event Planning & Services', ' Hotels & Travel']","{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}",1
pE9ftICDIxY3Uo8hDeNHeA,Country Inn & Suites by Radisson,3.0,8109 Benjamin Rd,17.0,28.0244296,-82.541226,"['Hotels', ' Event Planning & Services', ' Airports', ' Hotels & Travel']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False'}",1
er1F_GjkUc26eDceQl1-dA,Sleep Inn Near Busch Gardens - Usf,2.5,12282 Morris Bridge Rd,17.0,28.068141,-82.358774,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",1
AuOUAnC-231fkWCs_OQX5Q,Days Inn By Wyndham Tampa,1.5,5405 N Church Ave,17.0,27.9978188,-82.506938,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']",None,1
fNxKMJNmT4UnbHLhcLORUw,Hand & Stone Massage and Facial Spa,4.0,124 S Westshore Blvd,17.0,27.9441159,-82.5234839,"['Day Spas', ' Skin Care', ' Beauty & Spas', ' Massage']","{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'AcceptsInsurance': 'False'}",1
A3avJvt325N89FOPQyiyWQ,Beauty Lounge Salon & Day Spa,4.5,8635 Citrus Park Dr,17.0,28.065865,-82.580797,"['Day Spas', ' Hair Salons', ' Beauty & Spas']","{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'""}",1
Qh93QcOKip9Cr5KUSU8Imw,Enterprise Rent-A-Car,2.5,4140 Commercial Way,13542.0,28.4886629276,-82.6005390286,"['Hotels & Travel', ' Car Rental']",None,1
zJEPpflG5FbDAtPg1oVEgw,Microtel Inn & Suites by Wyndham Spring Hill/Weeki Wachee,3.5,4881 Commerical Way,13542.0,28.4804054105,-82.5939198985,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",1
3StbUpz7IWtOeOpOvPhphg,Beauty by Azi,4.0,3274 Commercial Way,13542.0,28.4787675349,-82.60937802,"['Day Spas', ' Nail Salons', ' Permanent Makeup', ' Eyelash Service', ' Beauty & Spas', ' Skin Care', ' Hair Salons', ' Hair Stylists']","{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'HairSpecializesIn': ""{'straightperms': True, 'coloring': True, 'extensions': True, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': True, 'asian': True}"", 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True'}",1
