user_id,time,text,resp.text,resp.time,hotel_id
111161797628348018761,1466564098099,Good people renting whitewater craft for lots of fun!,,,0x87cc4a2045d61cf9:0x6fff53e70b6b31fc
102270209541940457029,1502546269909,"Beautiful area, good people, and a fun time on the river.",,,0x87cc4a2045d61cf9:0x6fff53e70b6b31fc
104145843456811355537,1465606538067,Awesome people and an awesome time,,,0x87cc4a2045d61cf9:0x6fff53e70b6b31fc
108992589521158145222,1602831010625,,,,0x87cc4a2045d61cf9:0x6fff53e70b6b31fc
106957725498463173728,1471748123792,,,,0x87cc4a2045d61cf9:0x6fff53e70b6b31fc
118152956303674615847,1574943109990,,,,0x87cc4a2045d61cf9:0x6fff53e70b6b31fc
104340567460562396279,1626671528659,"Secure,lots of amenities. Lots of opportunities to make new friends and I'm proud of. Uber plus taco trucks coming to the facility. As a mom of my 20 something year old daughter living there I sleep well at night.","Thank you for leaving us a review Virginia! We are so happy to hear that your daughter is enjoying her time here with us and that you feel she is safe here with us. Safety is a top priority for our staff and for our residents! Please reach out to us at the office if you ever have any questions or concerns and we will be glad to help!

Best,

The Avenue Team",1626887484755.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
114649310560861575724,1614053808721,Super cute on the inside. The living room is tiny but it's very modern. Looks like a cute village in the middle of the buildings. Great location. Was my first choice of where I wanted the live.,"Thank you for leaving us a review Sammie! We are so happy to hear you are pleased with our community. If you need any assistance, please reach out to us down at the office and we will be happy to help!

Best,

The Avenue Team",1614101637753.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
115405626852862478484,1596661049208,"Worst apartment I have ever rented from. I work from home and school , and random people just come in almost everyday and just unlock your door and come in with out notice . Even if your not dressed. I feel there is no privacy.  There has been stuff missing from my apartment I don't know if it's staff or a roommate that recently moved out. Don't even feel safe here, it's loud. Also they charge fees that aren't explained.  Worst experience ever.","Hey Celina, we do apologize for the inconvenience our vendors caused. This is a busy time of year preparing for new residents. We are glad we were able to get you a schedule of when the rest of the vendors would be entering your unit. If you need anything else, please let our office know. Thanks, Avenue Team",1597070988480.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
102049593545389866953,1602615719550,"What I like of this apartment complex is the valet service that picked up the trash.
That was really excellent!
The club house is a very nice place to spend some time with friends.
The location is very convenient.
When ever I was needing something related with maintenance... the service was very good also. But I had to deal with a lot of problems  that were not solved.
I will not recomend anything administrated by landmark properties.","Martha,

Thank you for the kind review! We always appreciate feedback in regards to our team and the property.

The Avenue Management Team",1579628548417.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
111497482211520859579,1583270880076,"Really clean.  Everyone has roommates. You have your own bedroom and bathroom. They have pool tables, tanning, parking garage, computer lab, free Starbucks coffee.","We appreciate your feedback, Stephanie. Thanks for the review!",1584045375986.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
103490899485347006341,1576602392079,"DO NOT live at these apartments, no matter how good the deal seems. It is not worth it. Most things they promise are not true and never happened. Maintenance straight up lied to my face about ordering parts and A/C hasn't been fixed for 4 weeks, before that the dryer was broke for 3. Of all the students that currently live here, I estimate about 10% will return next year and honestly its probably less than that. Ive been told that a former staff member was told they are going to squeeze as much money out of us as they possibly can. I wish I could give this place 0 stars. Any comments made publicly are deleted on social media and someone will reach out who is off site and provide no helpful information",,,0x87c96f4eaaf07121:0xabdf02d30e2f559f
111799919464006965127,1607675921907,"Prices high, neighbors too close.","Hey Otto, thank you for leaving us a review. Unfortunately we do not show you in our system, so we cannot reach out to you. We would love to schedule a time to talk with you about your concerns, so iff that is something you would like to do please email us at info@theavenuefayetteville.com.",1607717675231.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
107061490130823978766,1567051054280,"The place is fine. The management needs an overhaul. They haven’t gotten the addresses down and I couldn’t change my address with the post office. Beyond that, the parking garage is an utter mess. The first car you see when pulling in has been hit several times, most clearly because the spot shouldn’t have been put there. Beyond that, they have two types of parking inside the garage. Reserved and unreserved. Unbeknownst to the residents, the unreserved parking pass is numbered similar to the reserved. It’s a piece of trash if you ask me. Either assign all the spots or don’t assign any spots. But don’t assign a few spots and then not others, but still number the unreserved parking passes like you do the reserved. If you need to keep track of the unreserved parking passes, use a 4-digit code or letters. Stop being so ambiguous with your parking.

Beyond that, they installed speed bumps inside the garage to slow down traffic. As if the super tight corners with vehicles sticking out into travel lanes weren’t enough. There has to be some law about speed bumps because these are much too steep and my car scrapes the ground going just 5 mph.

They should have hired a different engineer to design the garage and a new management team to do the parking.

Edit:
It has been four days since I made this review. I got a reply within a day but have yet to be contacted by the apartment. I also have had to park on the roof of the garage two days in a row. If I am not getting covered parking, I want a refund for the extra money I am paying. The complex should assign parking spots to every resident and this problem would be much less of an annoyance, but for the time being, I cannot go out without losing my covered parking spot. Other reviews echo my gripes of the poor parking setup and I will be calling Peak Campus soon if this can’t be resolved in house.

Beyond that, the WiFi is incredibly underwhelming. I was expecting 2 Gbps and am getting maybe 4 Mbps. That’s a grossly slow alternative.","Jacob,  Thank you for taking the time to write this review.  We are so sorry that your experience at The Avenue has not been a positive one and want to work with you to address your concerns.  If you are willing to meet with us in person or over the phone, we are confident we can work through a lot of these issues together. We sincerely want you to have the best experience possible and we’ll do what we can to help.  We will be in touch soon to get the conversation started.  Thank you,  Your The Avenue Team, (479) 318-1322, theavenue@peakcampus.com.",1566694329654.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
107964056767152915727,1619285446023,"So far, my experience here has been awful. First they told me that we were going to have the room I selected. Wrong, they changed it. Second, they told us that the apartment includes alexa and now they told me that I have to wait a few weeks to get it.
---------
Update: The apartment is good. The furniture is what was showed. I am really pleased with that. However, the amenities aren't what they advertised. First, ""voice controlled Smart thermostat, lights, ceiling fan and door lock"" is a lie if you don't set up on your own. I asked for the instructionsne because  one of them told me that the instructions were in the move in envelope. He started to look for them, but surprise, there were not instructions. He asked to one of his coworkers and that one came and told me to look for tutorials. The internet had plenty of them.
I was not expecting this kind of service nor these ""amenities.""","Juliette, thank you for your review.  We appreciate open and honest feedback and this will help us improve our customer service for our residents.  We apologize that there was miscommunication in regards to your Smart home feature setup, as we should have included the directions in your move in packet.  We are working to ensure all of our apartments have an Alexa as soon as possible, so if you have not received one yet, please let us know and we will do our best to resolve this concern.  We hope that as the year progresses you will feel that our staff will be able to provide the level of customer service you deserve, because we are dedicated to providing a enjoyable living experience.  Thank you, The Avenue Management",1566571425773.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
114982437187772335772,1613525946682,,"Thank you for leaving us a review Matthew!

Best,

The Avenue Team",1613578502133.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
103719903066321905238,1600283191667,,"Ahmed, thanks for taking the time to leave us a review! We appreciate the stars!",1600796715241.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
102073258593100313671,1605711770990,,"Hi Maricarmen,

Thanks for taking the time to leave us a review. We would love to hear some feedback about your experience. Please send us an email to info@theavenuefayetteville.com to set up a time.

Best,
The Avenue",1606140357467.0,0x87c96f4eaaf07121:0xabdf02d30e2f559f
100894272056660573760,1622664574947,"Nice place. They have a massage therapist there. I didn't get one, but my friend did. She was very relaxed afterwards.",,,0x87cd51770ed42299:0x52324f7336fb02f9
110499446468385206107,1615308493769,Loved the atmosphere and kim was awesome and took such amazing care of us and what we needed.  I believe I have found my new home to have mine and ny families hair taken care of.,,,0x87cd51770ed42299:0x52324f7336fb02f9
104549143393202617181,1560715504994,Bethany does our family's hair and Hannah does my lashes. We love Blue Door!,,,0x87cd51770ed42299:0x52324f7336fb02f9
114427377499990420734,1533091599182,"Bridgett does excellent work. I have used her for 10+ years and she has always been amazing. She is very nice, detailed oriented, and professional. The Blue Door Salon is very easy to find and it is very neatly organized. Love the boutique also!! The staff is very friendly and helpful..",,,0x87cd51770ed42299:0x52324f7336fb02f9
117366874818954023786,1528048478927,"Hanna does my hair, waxing and lashes. She has also done my makeup plenty of times, and I wish I could just pack her up to be my personal cosmetologist on a daily basis. She was voted Best in the Biz of Saline County too! Her ideas and outcomes for proms weddings are above par and she is passionate about what she does! She even does microbeads extensions, which can be hard to find someone around Central Arkansas who offers that service. The salon itself offers a variety of services from boutique clothes and accessories to massages and beauty services. I highly recommend Hanna and this business to everyone!",,,0x87cd51770ed42299:0x52324f7336fb02f9
101994943142187125943,1564151774036,Love Bethany! She is so sweet and flexible to help you get in when you need!,,,0x87cd51770ed42299:0x52324f7336fb02f9
115623226507773456779,1508102913035,Went in here to look at clothes & they were very very rude. Did not say a word to me while I was there. Will never go back. & do not go here to buy clothes if your a bigger gal like me because all they're clothes are for itty bitty people. Was very upset. Will never recommend this place to anyone. Don't even deserve 1 star but it made me chose.,,,0x87cd51770ed42299:0x52324f7336fb02f9
115241492957209352401,1591385505003,Always request Bridget very good,,,0x87cd51770ed42299:0x52324f7336fb02f9
114927906840010951210,1527625061718,Always love coming in and getting some pampering!! There are always some cute finds in the boutique area also.,,,0x87cd51770ed42299:0x52324f7336fb02f9
108024003949161890117,1520049789761,"Bridgette was flexible, personable, and I got what I wanted and needed. Feeling cute. Very happy.",,,0x87cd51770ed42299:0x52324f7336fb02f9
105207881458642670225,1548272022079,fantastic. Amanda (hair) and Joann (massage) yessirre,,,0x87cd51770ed42299:0x52324f7336fb02f9
104816504742852267071,1515890103940,Bridgette is the best! My hair looks fabulous because of her!,,,0x87cd51770ed42299:0x52324f7336fb02f9
110067253468260749292,1533322030251,Bethany was awesome! My hair has never looked better!,,,0x87cd51770ed42299:0x52324f7336fb02f9
112858279137997438689,1521394083445,I love Bridgette... she is a awesome hairdresser,,,0x87cd51770ed42299:0x52324f7336fb02f9
109334850580187552871,1502635430099,Trish does a great razor cut for men,,,0x87cd51770ed42299:0x52324f7336fb02f9
117686686604094360883,1553965332777,Victoria is the best!,,,0x87cd51770ed42299:0x52324f7336fb02f9
103739091097603506029,1560301988986,,,,0x87cd51770ed42299:0x52324f7336fb02f9
114516735183381006738,1574619172425,,,,0x87cd51770ed42299:0x52324f7336fb02f9
107708337366362262081,1625853394351,,,,0x87cd51770ed42299:0x52324f7336fb02f9
113490097363638107116,1577925216931,It has fully furnished 1 bedroom apartments,,,0x87d24616549386c5:0x6be5e0af971361f5
110213615782939706392,1529796725243,Great place to stay. The lady's are very nice and accommodating. Fridge and microwave in the room and the covered pool is great for the kids. We will definitely be back.,,,0x87d24616549386c5:0x6be5e0af971361f5
109226607381982104302,1567371379909,"It was awesome. Kinda old timey. Nice indoor pool, sweet people.",,,0x87d24616549386c5:0x6be5e0af971361f5
106206744141593489075,1550417978773,Service was great and the room was clean and spacious. Would stay again when back in area.,,,0x87d24616549386c5:0x6be5e0af971361f5
104834243866789194184,1537661651232,Very nice older hotel. Would stay again.,,,0x87d24616549386c5:0x6be5e0af971361f5
116701877537074371806,1528335503763,Pleasingly nice and friendly staff will be back. Feels peaceful!!,,,0x87d24616549386c5:0x6be5e0af971361f5
112179107976817120242,1533214340666,Great place to lay your head. Only complaint I had was we could hear people walking or stomping on the floor above us.,,,0x87d24616549386c5:0x6be5e0af971361f5
117797776881079156538,1561164134695,It is a nice quiet place.,,,0x87d24616549386c5:0x6be5e0af971361f5
107477654979719939445,1583703326503,AWSOME shopping,,,0x87d24616549386c5:0x6be5e0af971361f5
118199843947256050341,1513729488583,This is a vary nice clean and friendly place..,,,0x87d24616549386c5:0x6be5e0af971361f5
103409092436461995979,1562970098905,Very nice place!,,,0x87d24616549386c5:0x6be5e0af971361f5
118172379910276945584,1485102689459,It's like home away from home!,,,0x87d24616549386c5:0x6be5e0af971361f5
101252052443690086798,1562578675781,Quiet place to rest,,,0x87d24616549386c5:0x6be5e0af971361f5
105149618447235405565,1499858420681,Beautiful n mind easer,,,0x87d24616549386c5:0x6be5e0af971361f5
115699513889942880484,1531544621968,Very nice pool,,,0x87d24616549386c5:0x6be5e0af971361f5
100837863259640781049,1487819567291,Expensive; needs upgrades badly.,,,0x87d24616549386c5:0x6be5e0af971361f5
106424893065610180825,1517096990837,Lots of memories,,,0x87d24616549386c5:0x6be5e0af971361f5
115009457943197490639,1525133913582,,,,0x87d24616549386c5:0x6be5e0af971361f5
114439148409492563260,1511059169793,,,,0x87d24616549386c5:0x6be5e0af971361f5
114102090547967520216,1553077527101,,,,0x87d24616549386c5:0x6be5e0af971361f5
105922949475542908314,1580065849010,,,,0x87d24616549386c5:0x6be5e0af971361f5
106408338442756727575,1564849952777,,,,0x87d24616549386c5:0x6be5e0af971361f5
104056653157816354312,1550859981335,,,,0x87d24616549386c5:0x6be5e0af971361f5
117355459223618898454,1563944615909,,,,0x87d24616549386c5:0x6be5e0af971361f5
118265022833689442643,1487079480313,,,,0x87d24616549386c5:0x6be5e0af971361f5
106286718062104195874,1570040185350,,,,0x87d24616549386c5:0x6be5e0af971361f5
117435989397425611011,1564034557482,,,,0x87d24616549386c5:0x6be5e0af971361f5
115636624569475238165,1565401691089,,,,0x87d24616549386c5:0x6be5e0af971361f5
105740610434477977157,1578449583957,,,,0x87d24616549386c5:0x6be5e0af971361f5
100928049755154581871,1556043461144,,,,0x87d24616549386c5:0x6be5e0af971361f5
113962426501007313457,1531867484904,,,,0x87d24616549386c5:0x6be5e0af971361f5
111966875366191349455,1443831392248,,,,0x87d24616549386c5:0x6be5e0af971361f5
104884597998756537725,1557502338745,,,,0x87d24616549386c5:0x6be5e0af971361f5
103941234241231751594,1622402468445,"I’ve never felt so relaxed in my entire life. I forgot to ask my Masseuse for her name but she had the softest hand I’ve ever felt. Everyone we encountered was very nice, polite and professional. Will definitely be coming back in the short near future!",,,0x87cd2b061aee5cf1:0x87a4372908d3211d
118405357567629289644,1624072430372,"Very professional, great service!",,,0x87cd2b061aee5cf1:0x87a4372908d3211d
116228219509898843718,1577744292529,Left here feeling like a brand new person. Great spa packages,,,0x87cd2b061aee5cf1:0x87a4372908d3211d
100269393701272178807,1552836467467,"I had a facial by Heather. It was great, very relaxing.",,,0x87cd2b061aee5cf1:0x87a4372908d3211d
111502452138546988198,1555275102026,This place is the best.facials and pedicures and the rest of the staff is so friendly and accommodating.  I would recommend them to everyone.,,,0x87cd2b061aee5cf1:0x87a4372908d3211d
115792207449094783231,1521582611548,Jessica is the best!,,,0x87cd2b061aee5cf1:0x87a4372908d3211d
104702484389212867152,1531144936127,Always good,,,0x87cd2b061aee5cf1:0x87a4372908d3211d
101480912797149603727,1578626638576,,,,0x87cd2b061aee5cf1:0x87a4372908d3211d
105408692484685903846,1553116403398,,,,0x87cd2b061aee5cf1:0x87a4372908d3211d
108928226708701423209,1573494228449,,,,0x87cd2b061aee5cf1:0x87a4372908d3211d
112190879573237999211,1610464344944,So far I have not had any problems. The office staff addressed all my needs and concerns.  Still waiting on a couple things to get done but I'm sure they will respond quickly.,"Thank you for your review. We're glad to hear that your experience with The Retreat at Chenal has gotten off to a positive start. Please feel free to reach out to us here in the office if you have any questions, or if there is anything we can help you with in the future.",1610473456851.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
105064118671068051024,1573173652207,These apartments are great! The property manager and the front desk lady (Teresa and shannon) are SO helpful. They are great. The property manager goes above and beyond to make sure your happy! She is the nicest person and I'm SO happy she is here! Also the matnince man (not sure of his name) is very friendly and always has something nice to say! I would recommend this place to anyone! Thank you to everyone in the office for everything you guys rock!,"Thanks for the kind words, Marissa! We're delighted to hear that you are enjoying your home here at Chapel Ridge at Chenal and that our dedicated team's efforts have helped to make your experience worthy of 5-stars! We hope that your time here continues to be nothing but positive and that you won't hesitate to let us know if we can be of assistance to you in the future. Thanks again!",1504745681066.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
112769527634647610797,1602531500412,Honestly we haven't had any issues with management or community. If I could add a suggestion that would be to put up BBQ stations to allow us in the community to BBQ.,"Thank you for your review, Twila. We're pleased to hear that your experience with The Retreat at Chenal has been a positive one. We'll be sure to take your suggestion into consideration and hope you'll let us know if there is anything that our team can help you with in the future.",1602607600213.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
105058071994936800756,1526647682454,Office staff and residents are very friendly.  It is very peaceful and relaxing. Chapel Ridge offers a lot at their apartment homes.,"Thank you for sharing your thoughts with us! We feel that our dedicated team and peaceful atmosphere help our community to stand out, so it's wonderful to know that these aspects have contributed to your 5-star experience. As always, we're only a phone call or quick trip to the office away if there is anything we can help you with.",1526662794886.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
106684828331954556388,1579116835362,Kool 😎,"Thanks for your support, Jamar! We're pleased to see that your experience with The Retreat at Chenal has been such a positive one and hope you'll let us know if our team can be of assistance to you in the future.",1579199077610.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
108626853014931998822,1443717852305,Everything is lovely!!,,,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
101471564298336107964,1583421705129,,"We're sorry to see that your rating is not higher at this time, Megan. We strive to provide a positive experience for all, so please reach out to us here in the office if there is anything that our team can help you with.",1583522192448.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
110508665237464163761,1616442703771,,"Thank you for your rating, Roxie. We appreciate your support for The Retreat at Chenal and hope you'll let us know if our team can be of assistance to you in the future.",1616515932879.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
114285231307905560473,1559492637999,,"Thank you for the wonderful 5-star rating, Erma! We appreciate your support for Chapel Ridge at Chenal and hope you'll let us know if our team can be of assistance to you in the future.",1559586219850.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
103767003260595077322,1501533418657,,"Thank you for the wonderful 5-star rating, Jenilee! We appreciate your support for Chapel Ridge at Chenal and hope that you'll let us know if our team can be of assistance to you.",1501604832137.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
110549739473090050174,1578102813731,,"We're sorry to see that your rating is not higher at this time, Gadah. Our team strives to provide a 5-star experience for all, so please reach out to us here in the office if there is anything that we can help you with.",1578422837963.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
104734011081617993866,1590247228304,,"Thank you for your rating, April. We strive to provide a 5-star experience for all, so please reach out to us here in the office if there is anything that our team can help you with.",1590605257461.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
106078040081212121720,1507875050784,,"Thank you for the 5-star rating, Cassundra! We're pleased to see that your experience with Chapel Ridge has been such a positive one. Please let us know if our team can be of assistance to you in the future.",1507913759241.0,0x87cd5fc9dbea263f:0x1beaa1299b5a65cc
104571946523941256793,1625143482972,Love going here. Super nice staff and they always do great work.,,,0x87d296047345b739:0x8a0617c11f29e59e
101606090504204882867,1554001600486,"At first I didn't quite know how it would go, as they weren't very ""acknowledging"" at first....but after being seated, they took their time, were very inviting, and made sure my baby girl was treated the same as any paying customer would expect to be treated. She received the same services I did and made a comment about returning without me even asking her if she wanted to. They have snacks and beverages also! After trying about 3 different nail salons since the beginning of this year, and getting let down by lazy work and sub par customer service. I think I have found a spot we both like.",,,0x87d296047345b739:0x8a0617c11f29e59e
102080860167677845710,1623443440168,Love this place Kim is the best she is so sweet. ❤️❤️❤️,,,0x87d296047345b739:0x8a0617c11f29e59e
115787564317543943961,1622037788373,"Very nice, always do a great job",,,0x87d296047345b739:0x8a0617c11f29e59e
108284507084159852283,1623141866952,"Great customer service, very friendly",,,0x87d296047345b739:0x8a0617c11f29e59e
106007393719720621930,1600550372222,This is the place to go if you want to be pampered! Probably the cleanest nail salons I've ever been too. Very friendly professional staff,,,0x87d296047345b739:0x8a0617c11f29e59e
100802267693247478455,1582671976671,"Soothing spa with soft music and lights. They take their time ensuring your nails turn out beautifully, and they have many options of polish/gel/dip to choose from.",,,0x87d296047345b739:0x8a0617c11f29e59e
109628121060170296830,1592881823850,"TK Nails Spa is a great place to enjoy a calm atmosphere.  Relaxing music and even the video reel is of a casual walk through a city.

They have taken all precautions to avoid speading germs. You must have a mask on when you walk in. They are eager to serve you and their prices are very reasonable.

A gentleman named Nation took care of my mani/pedi today. He is very detail-oriented and does beautiful work.",,,0x87d296047345b739:0x8a0617c11f29e59e
107417512584410211786,1571668600966,Pedicure are best if ur paying 45 or more.  My daughter got her nails done and the feel off with 3 days.  Would not recommend..,"Hi Tayonda. Regular polish is known to chip within a few days. Unless your daughter got the shellac gel polish, that is garenteed to last a couple weeks without any falling off. We are more than happy to repolish her nails if her gel polish fell off within 3 days.",1606999520152.0,0x87d296047345b739:0x8a0617c11f29e59e
104819040093835584788,1561597948686,Great service.  Salon is always clean and they have a great selection of colors.  The colors are numbered and organized so that you can always find your favorite!,,,0x87d296047345b739:0x8a0617c11f29e59e
106046825418500926778,1582423714528,"Took my wife here for her birthday, they were closed and still took us in for pedicures. Great friendly staff 👍.",,,0x87d296047345b739:0x8a0617c11f29e59e
118351382830558358333,1549635378310,Owner is one of a kind. She has a Beautiful personality and makes customers feel comfortable and special. They don't rush and half do their jobs.,,,0x87d296047345b739:0x8a0617c11f29e59e
118274939726446688647,1553790311518,"Customer service is everything when you're spending your money.  Everytime we get our nails done,  the employees here treat us like queens!  It's definitely worth a try if you have a little extra time.  They are usually understaffed,  but ALWAYS gracious enough to treat us even after hours.",,,0x87d296047345b739:0x8a0617c11f29e59e
114516192511415827735,1591393860970,"This salon is clean and staff are friendly.
A glass of wine with your service too is a bonus! 💕🍷",,,0x87d296047345b739:0x8a0617c11f29e59e
100793950994897231351,1599006739967,Great Service!,,,0x87d296047345b739:0x8a0617c11f29e59e
114105937338947021181,1582066248691,Love this salon!,Thanks you,1582077791174.0,0x87d296047345b739:0x8a0617c11f29e59e
105876738895503199108,1566672744636,Very nice staff,,,0x87d296047345b739:0x8a0617c11f29e59e
115686210638422204039,1620013237737,,,,0x87d296047345b739:0x8a0617c11f29e59e
118393328519280069171,1598655263931,,,,0x87d296047345b739:0x8a0617c11f29e59e
102521665318858644489,1567207929445,,,,0x87d296047345b739:0x8a0617c11f29e59e
101253179495337846091,1608340943962,,,,0x87d296047345b739:0x8a0617c11f29e59e
114701027150774396252,1563820515624,,,,0x87d296047345b739:0x8a0617c11f29e59e
102300871461556301585,1620133442104,Amazing Staff SUPER Friendly! I have been at this clinic for a year. They are always helpful and understanding. My schedule is nuts and they always help me get in at a time that works.,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
118121348759687823303,1605779884284,Love my massage therapist ❤. A must try/have monthly.,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
107846327520171546766,1559414307261,Always such a welcoming feeling. Great massage as well!,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
106659112606512656705,1556063938422,Amazing. Attentive. Personal.,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
110128340323884621201,1593346107187,Oops,"I don't know what 'oops' means. If there is a specific way you feel we could have done better, I would like to know, and make adjustments as needed.

William Carbary DC, owner",1602447480896.0,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
115979856908897022426,1580224966075,,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
104547567194066542245,1583433096669,,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
117926289751471604261,1457962734740,,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
114446667969286697591,1593006924322,,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
115408348882420906624,1625239758716,,,,0x87d2a360cfa80fb5:0x567bf1de67f3c6f7
113486961851278771511,1496166551086,Very clean and organized. Great prices too.,,,0x87c96ed7ed596e67:0xe7cce013ff941b17
