state_id,attraction,categories,reviews_url,region
AK,Dean Homestead and Art Studios Tour and The Dean Gallery,"Galerías de arte, Granjas",https://www.tripadvisor.com.ar/Attraction_Review-g31009-d12728008-Reviews-Dean_Homestead_and_Art_Studios_Tour_and_The_Dean_Gallery-Homer_Alaska.html,West Pacific
AK,Juneau Tours & Whale Watch,"Tours en barco, Tours turísticos",https://www.tripadvisor.com.ar/Attraction_Review-g31020-d2471672-Reviews-Juneau_Tours_Whale_Watch-Juneau_Alaska.html,West Pacific
AK,Horseshoe Lake Trail,Rutas para senderismo,https://www.tripadvisor.com.ar/Attraction_Review-g143022-d10754414-Reviews-Horseshoe_Lake_Trail-Denali_National_Park_and_Preserve_Alaska.html,West Pacific
AK,Wilderness Express Train,Servicios de ferrocarril,https://www.tripadvisor.com.ar/Attraction_Review-g60880-d8682260-Reviews-Wilderness_Express_Train-Anchorage_Alaska.html,West Pacific
AK,Pablo Bicycle Rentals,Alquileres de equipos,https://www.tripadvisor.com.ar/Attraction_Review-g60880-d1171844-Reviews-Pablo_Bicycle_Rentals-Anchorage_Alaska.html,West Pacific
AK,Dean Homestead and Art Studios Tour and The Dean Gallery,"Galerías de arte, Granjas",https://www.tripadvisor.com.ar/Attraction_Review-g31009-d12728008-Reviews-Dean_Homestead_and_Art_Studios_Tour_and_The_Dean_Gallery-Homer_Alaska.html,West Pacific
AK,Juneau Tours & Whale Watch,"Tours en barco, Tours turísticos",https://www.tripadvisor.com.ar/Attraction_Review-g31020-d2471672-Reviews-Juneau_Tours_Whale_Watch-Juneau_Alaska.html,West Pacific
AK,Alaska Horse Adventures,Tours a caballo,https://www.tripadvisor.com.ar/Attraction_Review-g31086-d6754054-Reviews-Alaska_Horse_Adventures-Palmer_Alaska.html,West Pacific
AK,Major Marine Tours - Kenai Fjords Cruise,"Tours en barco, Avistamiento de delfines y ballenas",https://www.tripadvisor.com.ar/Attraction_Review-g60873-d1028252-Reviews-Major_Marine_Tours_Kenai_Fjords_Cruise-Seward_Alaska.html,West Pacific
AK,Antler Arch,Monumentos y lugares de interés,https://www.tripadvisor.com.ar/Attraction_Review-g60826-d11548198-Reviews-Antler_Arch-Fairbanks_Alaska.html,West Pacific
AK,PicTours Alaska,"Tours ecológicos, Tours turísticos",https://www.tripadvisor.com.ar/Attraction_Review-g60880-d12105061-Reviews-PicTours_Alaska-Anchorage_Alaska.html,West Pacific
AK,Phillips Cruises and Tours,"Tours en barco, Tours turísticos",https://www.tripadvisor.com.ar/Attraction_Review-g31163-d620726-Reviews-Phillips_Cruises_and_Tours-Whittier_Alaska.html,West Pacific
AK,Rust's Flying Service,"Tours turísticos, Tours aéreos",https://www.tripadvisor.com.ar/Attraction_Review-g60880-d559243-Reviews-Rust_s_Flying_Service-Anchorage_Alaska.html,West Pacific
AK,Alaska Tour & Travel,"Tours turísticos, Tours de naturaleza y vida silvestre",https://www.tripadvisor.com.ar/Attraction_Review-g60880-d2402719-Reviews-Alaska_Tour_Travel-Anchorage_Alaska.html,West Pacific
AK,Alaska Cruise Transportation - ACT,Tours turísticos,https://www.tripadvisor.com.ar/Attraction_Review-g60880-d1818709-Reviews-Alaska_Cruise_Transportation_ACT-Anchorage_Alaska.html,West Pacific
AK,Rod's Alaskan Guide Service,"Tours de esquí y de nieve, Excursiones de pesca",https://www.tripadvisor.com.ar/Attraction_Review-g60826-d9866592-Reviews-Rod_s_Alaskan_Guide_Service-Fairbanks_Alaska.html,West Pacific
AK,1st Alaska Tours,"Tours por la ciudad, Tours de naturaleza y vida silvestre",https://www.tripadvisor.com.ar/Attraction_Review-g60826-d2042144-Reviews-1st_Alaska_Tours-Fairbanks_Alaska.html,West Pacific
AK,Northern Alaska Tour Company,"Tours turísticos, Tours de naturaleza y vida silvestre",https://www.tripadvisor.com.ar/Attraction_Review-g60826-d677430-Reviews-Northern_Alaska_Tour_Company-Fairbanks_Alaska.html,West Pacific
AK,Chilkoot Charters & Tours,Tours turísticos,https://www.tripadvisor.com.ar/Attraction_Review-g60877-d1556687-Reviews-Chilkoot_Charters_Tours-Skagway_Alaska.html,West Pacific
AK,Alaska Icefield Expeditions,Tours turísticos,https://www.tripadvisor.com.ar/Attraction_Review-g31020-d1772172-Reviews-Alaska_Icefield_Expeditions-Juneau_Alaska.html,West Pacific
AK,Fly Denali,Tours aéreos,https://www.tripadvisor.com.ar/Attraction_Review-g31007-d2219098-Reviews-Fly_Denali-Healy_Denali_National_Park_and_Preserve_Alaska.html,West Pacific
AK,Gold Rush Dog Sled Tours,"Tours de excursionismo y campamentos, Tours de naturaleza y vida silvestre",https://www.tripadvisor.com.ar/Attraction_Review-g31020-d1767201-Reviews-Gold_Rush_Dog_Sled_Tours-Juneau_Alaska.html,West Pacific
AK,Liquid Adventures,"Tours en barco, Deportes acuáticos",https://www.tripadvisor.com.ar/Attraction_Review-g60873-d813131-Reviews-Liquid_Adventures-Seward_Alaska.html,West Pacific
AK,The Aurora Chasers,"Tours nocturnos, Tours fotográficos",https://www.tripadvisor.com.ar/Attraction_Review-g60826-d4793388-Reviews-The_Aurora_Chasers-Fairbanks_Alaska.html,West Pacific
AK,St. Elias Alpine Guides,"Rafting y nado con salvavidas en el río, Tours históricos",https://www.tripadvisor.com.ar/Attraction_Review-g780602-d1632874-Reviews-St_Elias_Alpine_Guides-McCarthy_Wrangell_St_Elias_National_Park_and_Preserve_Alas.html,West Pacific
AK,Adventure Sixty North,"Tours en helicóptero, Tours a pie",https://www.tripadvisor.com.ar/Attraction_Review-g60873-d951051-Reviews-Adventure_Sixty_North-Seward_Alaska.html,West Pacific
AK,Nova Alaska Guides,"Tours de varios días, Rafting y nado con salvavidas en el río",https://www.tripadvisor.com.ar/Attraction_Review-g1655683-d1837761-Reviews-Nova_Alaska_Guides-Glacier_View_Alaska.html,West Pacific
AK,Knik Glacier Tours,Tours de naturaleza y vida silvestre,https://www.tripadvisor.com.ar/Attraction_Review-g31086-d1872124-Reviews-Knik_Glacier_Tours-Palmer_Alaska.html,West Pacific
AK,Alaska Fjordlines,Tours turísticos,https://www.tripadvisor.com.ar/Attraction_Review-g60877-d1728556-Reviews-Alaska_Fjordlines-Skagway_Alaska.html,West Pacific
AK,Cpt. Gary's Sitka Adventures,"Tours en barco, Tours ecológicos",https://www.tripadvisor.com.ar/Attraction_Review-g60966-d13447169-Reviews-Cpt_Gary_s_Sitka_Adventures-Sitka_Alaska.html,West Pacific
AK,"Emerald Air Service, Inc.",Tours aéreos,https://www.tripadvisor.com.ar/Attraction_Review-g31009-d1027576-Reviews-Emerald_Air_Service_Inc-Homer_Alaska.html,West Pacific
AK,Pangaea Adventures Day Tours,"Rafting y nado con salvavidas en el río, Alquileres de equipos",https://www.tripadvisor.com.ar/Attraction_Review-g31156-d2179796-Reviews-Pangaea_Adventures_Day_Tours-Valdez_Alaska.html,West Pacific
AK,Icy Strait Point ZipRider,Tirolesa y parques de aventuras aéreas,https://www.tripadvisor.com.ar/Attraction_Review-g31010-d671717-Reviews-Icy_Strait_Point_ZipRider-Hoonah_Alaska.html,West Pacific
HI,Hawaii Volcanoes National Park,Volcanes,https://www.tripadvisor.com.ar/Attraction_Review-g143034-d1603722-Reviews-Hawaii_Volcanoes_National_Park-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Ha.html,West Pacific
HI,Mauna Kea Summit,Montañas,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d146754-Reviews-Mauna_Kea_Summit-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Akaka Falls State Park,"Parques estatales, Cascadas",https://www.tripadvisor.com.ar/Attraction_Review-g60583-d146748-Reviews-Akaka_Falls_State_Park-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hawaii Tropical Bioreserve and Garden,"Áreas de naturaleza y vida silvestre, Jardines",https://www.tripadvisor.com.ar/Attraction_Review-g60605-d284708-Reviews-Hawaii_Tropical_Bioreserve_and_Garden-Papaikou_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hawaiian Vanilla Company,Jardines,https://www.tripadvisor.com.ar/Attraction_Review-g60601-d1872128-Reviews-Hawaiian_Vanilla_Company-Paauilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hapuna Beach State Recreation Area,"Parques estatales, Playas",https://www.tripadvisor.com.ar/Attraction_Review-g2312116-d154307-Reviews-Hapuna_Beach_State_Recreation_Area-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kilauea Iki Trail,Rutas para senderismo,https://www.tripadvisor.com.ar/Attraction_Review-g143034-d131308-Reviews-Kilauea_Iki_Trail-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Manini'owali Beach (Kua Bay),Playas,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d622557-Reviews-Manini_owali_Beach_Kua_Bay-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Pu'uhonua O Honaunau National Historical Park,"Lugares históricos, Parques nacionales",https://www.tripadvisor.com.ar/Attraction_Review-g60941-d108277-Reviews-Pu_uhonua_O_Honaunau_National_Historical_Park-Honaunau_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Heavenly Hawaiian Kona Coffee Farm Tours & Konalani Coffee Bar,Granjas,https://www.tripadvisor.com.ar/Attraction_Review-g60584-d2389221-Reviews-Heavenly_Hawaiian_Kona_Coffee_Farm_Tours_Konalani_Coffee_Bar-Holualoa_Island_of_Ha.html,West Pacific
HI,Punalu'u Black Sand beach,"Parques estatales, Playas",https://www.tripadvisor.com.ar/Attraction_Review-g60602-d109631-Reviews-Punalu_u_Black_Sand_beach-Pahala_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Saddle Road,"Monumentos y lugares de interés, Rutas turísticas",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d146753-Reviews-Saddle_Road-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Pololu Valley Lookout,"Miradores, Valles",https://www.tripadvisor.com.ar/Attraction_Review-g29217-d146165-Reviews-Pololu_Valley_Lookout-Island_of_Hawaii_Hawaii.html,West Pacific
HI,The Vanillerie,Granjas,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d12962487-Reviews-The_Vanillerie-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Rainbow Falls,Cascadas,https://www.tripadvisor.com.ar/Attraction_Review-g60583-d131290-Reviews-Rainbow_Falls-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kona Cloud Forest Sanctuary,Áreas de naturaleza y vida silvestre,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d7099594-Reviews-Kona_Cloud_Forest_Sanctuary-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,South Point (Ka Lae) y Green Sand Beach,Playas,https://www.tripadvisor.com.ar/Attraction_Review-g60596-d146751-Reviews-Papakolea_Green_Sand_Beach-Naalehu_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kilauea,Volcanes,https://www.tripadvisor.com.ar/Attraction_Review-g143034-d208735-Reviews-Kilauea-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kealakekua Bay,"Lugares históricos, Masas de agua",https://www.tripadvisor.com.ar/Attraction_Review-g60580-d109549-Reviews-Kealakekua_Bay-Captain_Cook_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Ocean Rider Seahorse Farm,Acuarios,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d607957-Reviews-Ocean_Rider_Seahorse_Farm-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Liliuokalani Gardens,Jardines,https://www.tripadvisor.com.ar/Attraction_Review-g60583-d641069-Reviews-Liliuokalani_Gardens-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kaloko-Honokohau National Historical Park,Parques nacionales,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d560882-Reviews-Kaloko_Honokohau_National_Historical_Park-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Mauna Kea Beach,Playas,https://www.tripadvisor.com.ar/Attraction_Review-g29217-d105309-Reviews-Mauna_Kea_Beach-Island_of_Hawaii_Hawaii.html,West Pacific
HI,Nahuku - Thurston Lava Tube,Formaciones geológicas,https://www.tripadvisor.com.ar/Attraction_Review-g143034-d108754-Reviews-Nahuku_Thurston_Lava_Tube-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kula Kai Caverns,"Cavernas y cuevas, Formaciones geológicas",https://www.tripadvisor.com.ar/Attraction_Review-g60598-d534548-Reviews-Kula_Kai_Caverns-Ocean_View_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hawaii Volcanoes National Park,Volcanes,https://www.tripadvisor.com.ar/Attraction_Review-g143034-d1603722-Reviews-Hawaii_Volcanoes_National_Park-Hawaii_Volcanoes_National_Park_Island_of_Hawaii_Ha.html,West Pacific
HI,Mauna Kea Summit,Montañas,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d146754-Reviews-Mauna_Kea_Summit-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Akaka Falls State Park,"Parques estatales, Cascadas",https://www.tripadvisor.com.ar/Attraction_Review-g60583-d146748-Reviews-Akaka_Falls_State_Park-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hawaii Tropical Bioreserve and Garden,"Áreas de naturaleza y vida silvestre, Jardines",https://www.tripadvisor.com.ar/Attraction_Review-g60605-d284708-Reviews-Hawaii_Tropical_Bioreserve_and_Garden-Papaikou_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hawaiian Vanilla Company,Jardines,https://www.tripadvisor.com.ar/Attraction_Review-g60601-d1872128-Reviews-Hawaiian_Vanilla_Company-Paauilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hilo Farmers Market,Mercados de agricultores,https://www.tripadvisor.com.ar/Attraction_Review-g60583-d531851-Reviews-Hilo_Farmers_Market-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Greenwell Farms,"Tiendas de regalos, Granjas",https://www.tripadvisor.com.ar/Attraction_Review-g60591-d258738-Reviews-Greenwell_Farms-Kealakekua_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Chain of Craters Road,Rutas turísticas,https://www.tripadvisor.com.ar/Attraction_Review-g29217-d108928-Reviews-Chain_of_Craters_Road-Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kona Coffee Living History Farm,"Granjas, Museos de historia",https://www.tripadvisor.com.ar/Attraction_Review-g60580-d258737-Reviews-Kona_Coffee_Living_History_Farm-Captain_Cook_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hulihe'e Palace,"Lugares históricos, Museos de historia",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d146739-Reviews-Hulihe_e_Palace-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kaumana Caves Park,Cavernas y cuevas,https://www.tripadvisor.com.ar/Attraction_Review-g60583-d1989323-Reviews-Kaumana_Caves_Park-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Richardson Beach Park,Playas,https://www.tripadvisor.com.ar/Attraction_Review-g60583-d2578450-Reviews-Richardson_Beach_Park-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Lyman Museum,Museos especializados,https://www.tripadvisor.com.ar/Attraction_Review-g60583-d154338-Reviews-Lyman_Museum-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Carlsmith Beach Park,"Playas, Parques",https://www.tripadvisor.com.ar/Attraction_Review-g60583-d9776183-Reviews-Carlsmith_Beach_Park-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,The Painted Church,"Lugares históricos, Lugares religiosos",https://www.tripadvisor.com.ar/Attraction_Review-g60580-d534514-Reviews-The_Painted_Church-Captain_Cook_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Pacific Tsunami Museum,Museos especializados,https://www.tripadvisor.com.ar/Attraction_Review-g60583-d187021-Reviews-Pacific_Tsunami_Museum-Hilo_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Ola Brew,Cervecerías,https://www.tripadvisor.com.ar/Attraction_Review-g60872-d13368863-Reviews-Ola_Brew-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hala Tree Coffee,"Tiendas de regalos, Granjas",https://www.tripadvisor.com.ar/Attraction_Review-g60580-d7305666-Reviews-Hala_Tree_Coffee-Captain_Cook_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Paniolo Adventures,Tours a caballo,https://www.tripadvisor.com.ar/Attraction_Review-g29217-d1158945-Reviews-Paniolo_Adventures-Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kona Joe Coffee,"Tiendas de regalos, Granjas",https://www.tripadvisor.com.ar/Attraction_Review-g60591-d1193111-Reviews-Kona_Joe_Coffee-Kealakekua_Island_of_Hawaii_Hawaii.html,West Pacific
HI,South Point Complex,"Monumentos y lugares de interés, Áreas de naturaleza y vida silvestre",https://www.tripadvisor.com.ar/Attraction_Review-g60596-d14892444-Reviews-South_Point_Complex-Naalehu_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Magical Creatures Sanctuary,Áreas de naturaleza y vida silvestre,https://www.tripadvisor.com.ar/Attraction_Review-g60594-d21285408-Reviews-Magical_Creatures_Sanctuary-Laupahoehoe_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Island Breeze Luau,"Teatros donde se puede cenar, Luaus",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d577256-Reviews-Island_Breeze_Luau-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hawaii Forest and Trail,"Tours históricos, Tirolesa y parques de aventuras aéreas",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d218919-Reviews-Hawaii_Forest_and_Trail-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Wasabi Tours Hawaii,"Tours ecológicos, Tours turísticos",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d4173709-Reviews-Wasabi_Tours_Hawaii-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Fair Wind Big Island Ocean Guides,"Tours culturales, Buceo y esnórquel",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d633938-Reviews-Fair_Wind_Big_Island_Ocean_Guides-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,The Umauma Experience,Tirolesa y parques de aventuras aéreas,https://www.tripadvisor.com.ar/Attraction_Review-g60581-d2005093-Reviews-The_Umauma_Experience-Hakalau_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Dolphin Discoveries,"Buceo y esnórquel, Tours en barco",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d560493-Reviews-Dolphin_Discoveries-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kona Ocean Adventures,"Buceo y esnórquel, Nado con delfines",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d2413016-Reviews-Kona_Ocean_Adventures-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kona Boys,"Surf y windsurf, Alquileres de equipos",https://www.tripadvisor.com.ar/Attraction_Review-g60591-d878481-Reviews-Kona_Boys-Kealakekua_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Paniolo BBQ Dinner At Kahua Ranch,"Luaus, Ranchos",https://www.tripadvisor.com.ar/Attraction_Review-g60588-d23474628-Reviews-Paniolo_BBQ_Dinner_At_Kahua_Ranch-Waimea_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Kona Style,"Buceo y esnórquel, Tours en barco",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d6936800-Reviews-Kona_Style-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Hawaii Island & Ocean Tours,"Buceo y esnórquel, Tours en barco",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d4040348-Reviews-Hawaii_Island_Ocean_Tours-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Captain Zodiac Raft Expeditions,"Buceo y esnórquel, Tours en barco",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d1119518-Reviews-Captain_Zodiac_Raft_Expeditions-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Manta Ray Dives of Hawaii,"Buceo y esnórquel, Tours en barco",https://www.tripadvisor.com.ar/Attraction_Review-g60872-d2238456-Reviews-Manta_Ray_Dives_of_Hawaii-Kailua_Kona_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Blue Hawaiian Helicopters - Waikoloa,"Tours en helicóptero, Tours privados",https://www.tripadvisor.com.ar/Attraction_Review-g60608-d1627325-Reviews-Blue_Hawaiian_Helicopters_Waikoloa-Waikoloa_Kohala_Coast_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Botanical World Adventures,"Tours en Segway, Tirolesa y parques de aventuras aéreas",https://www.tripadvisor.com.ar/Attraction_Review-g60581-d486997-Reviews-Botanical_World_Adventures-Hakalau_Island_of_Hawaii_Hawaii.html,West Pacific
HI,Mauna Kea Oceanfront Luau,Luaus,https://www.tripadvisor.com.ar/Attraction_Review-g29217-d653028-Reviews-Mauna_Kea_Oceanfront_Luau-Island_of_Hawaii_Hawaii.html,West Pacific
