,Dirección,Descripción,Atributos,Latitud,Longitud,Scores
10,"1871 Julio Vilamajó, 70000 Colonia del Sacramento, Uruguay","Magnolio, que tiene vistas al jardín, dispone de alojamiento con jardín, terraza y zona de barbacoa a unos 15 min a pie de Playa urbana Real de San Carlos. Este alojamiento con aire acondicionado está a menos de 1 km de Playa Balneario Municipal y ofrece wifi gratis y parking privado en el propio alojamiento.

Este apartamento dispone de 1 dormitorio, cocina con nevera y horno, TV de pantalla plana, zona de estar y 1 baño con bidet. Hay toallas y ropa de cama en el apartamento.

Se puede descubrir la zona practicando pesca o ciclismo en los alrededores.

Playa El Álamo está a 2,1 km del alojamiento, y Puerta de la Ciudadela de Colonia está a 4,3 km. El aeropuerto (Aeroparque Jorge Newbery) está a 64 km.","['Piscina al aire libre', 'Habitaciones sin humo', 'Habitaciones familiares', 'Parking gratis', 'Jardín', 'Barbacoa', 'WiFi gratis']",-34.4410149,-57.8552667,"[{'Personal': '9.8'}, {'Instalaciones y servicios': '10'}, {'Limpieza': '10'}, {'Confort': '10'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '9.4'}, {'WiFi gratis': '10'}]"
11,"215 Ituzaingó, 70000 Colonia del Sacramento, Uruguay","Casa, Ituzaingó 215 se encuentra en el barrio de Colonia del Sacramento Historic Quarter, en Colonia del Sacramento, a 3 min a pie de Playa de Rowing, a 1,5 km de Playa El Álamo y a 1,8 km de Playa Ferrando. Este apartamento está a 4 min a pie de Puerta de la Ciudadela de Colonia y a 400 metros de Calle de los Suspiros.

Este apartamento tiene aire acondicionado y dispone de 3 dormitorios y 3 baños con ducha y bañera. Hay wifi gratis en el apartamento, que también tiene una cocina y 3 baños.

El aeropuerto más cercano (Aeroparque Jorge Newbery) está a 61 km del alojamiento.","['Baño compartido', 'Ducha', 'Habitaciones familiares', 'Cocina', 'Baño privado', 'Aire acondicionado', 'WiFi gratis', 'Bañera']",-34.4702087,-57.8495838,[]
12,"2232 Walnut Avenue, Venice Beach, Los Ángeles, CA 90291, Estados Unidos","Venice Mid-Century Modern Oasis se encuentra a 2,3 km de Playa de Marina Del Rey y ofrece alojamiento con wifi gratis y parking privado gratis.

También hay una cocina equipada con nevera, lavavajillas y horno en algunas unidades

En la casa o chalet, la clientela puede practicar ciclismo en los alrededores o disfrutar del jardín.

Paseo marítimo de Venice Beach está a 2,7 km del alojamiento, y Muelle de Santa Mónica está a 5,8 km. El aeropuerto más cercano (Aeropuerto internacional de Los Ángeles) está a 7 km del alojamiento.","['Habitaciones sin humo', 'Calefacción', 'Habitaciones familiares', 'Parking gratis', 'Jardín', 'Barbacoa', 'WiFi gratis']",33.9973133,-118.4513589,[]
13,"4050 Albatross Street, Unit 4048, Hillcrest, San Diego, 92103, Estados Unidos","4048 Stylish condo in Hillcrest Mission Hills se encuentra en San Diego, a 3,2 km de Zoo de San Diego y a 3,7 km de Parque Balboa, y ofrece alojamiento con equipamiento como wifi gratis y TV. Ofrece balcón y terraza.

Esta casa o chalet con aire acondicionado se compone de 2 dormitorios independientes, una sala de estar, una cocina totalmente equipada con nevera y lavavajillas, y 3 baños.

Parque estatal del Centro Histórico de San Diego está a 3,8 km del alojamiento, y Museo Marítimo de San Diego está a 3,9 km. El aeropuerto más cercano (Aeropuerto internacional de San Diego) está a 3 km del alojamiento.","['Terraza', 'Habitaciones sin humo', 'Habitaciones familiares', 'Fogones', 'WiFi gratis', 'Horno']",32.74663925,-117.16612244,[]
14,"Mission Beach, San Diego, 92109, Estados Unidos","Sunset Haven se encuentra en el barrio de Mission Beach, en San Diego, a pocos pasos de Sail Bay Beach y a 3 min a pie de Mission Beach, y ofrece alojamiento equipado con balcón y wifi gratis. Esta casa o chalet está a 6 min a pie de Pacific Beach y a 5,7 km de SeaWorld de San Diego.

Esta casa o chalet con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 3 baños con bañera o ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en la casa o chalet.

Hay zona de juegos infantil en el propio alojamiento, y cerca se puede practicar ciclismo.

Parque estatal del Centro Histórico de San Diego está a 8,4 km del alojamiento, y Sunset Cliffs está a 8,5 km. El aeropuerto más cercano (Aeropuerto internacional de San Diego) está a 9 km del alojamiento.","['Secadora de ropa', 'Habitaciones sin humo', 'Parking en el alojamiento', 'Fogones', 'Cafetera', 'WiFi gratis', 'Horno']",32.785725,-117.252857,[]
15,"109 West Montecito Way, Hillcrest, San Diego, 92103, Estados Unidos","Your Home in San Diego - Two-Car Garage está en el barrio de Hillcrest, en San Diego, a 3,8 km de Parque estatal del Centro Histórico de San Diego y a 3,8 km de Zoo de San Diego, y ofrece alojamiento equipado con patio y wifi gratis. Esta casa o chalet está a 4,3 km de Parque Balboa y a 4,9 km de Museo Marítimo de San Diego.

Esta casa o chalet con aire acondicionado se compone de 2 dormitorios independientes, una cocina totalmente equipada con nevera y lavavajillas, y 2 baños. Hay toallas y ropa de cama en la casa o chalet.

Estación de Amtrak San Diego – Santa Fe Depot está a 5,2 km del alojamiento, y Museo USS Midway está a 6 km. El aeropuerto (Aeropuerto internacional de San Diego) está a 3 km.","['Lavavajillas', 'Utensilios de cocina', 'Cocina', 'Parking gratis', 'Fogones', 'Lavadora', 'WiFi gratis', 'Horno']",32.752693,-117.164391,[]
16,"22905 Burbank Boulevard, Los Ángeles, CA 91367, Estados Unidos","La Casita DiVina está en Los Ángeles, a 25 km de Getty Center, y dispone de alojamiento con jardín, wifi gratis y guardaequipaje. Esta casa o chalet está a 28 km de Universal Studios Hollywood y a 31 km de Hollywood Bowl.

Esta casa o chalet tiene aire acondicionado y cuenta con 2 dormitorios, TV de pantalla plana por cable y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en la casa o chalet.

Museo Nethercutt está a 32 km del alojamiento, y Museo de Arte del Condado de Los Ángeles (LACMA) está a 38 km. El aeropuerto (Aeropuerto de Hollywood Burbank) está a 30 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto.","['Jardín', 'Aire acondicionado', 'Barbacoa', 'WiFi gratis', 'Traslado aeropuerto']",34.1721817,-118.625739,[]
17,"809 Deal Ct, Mission Beach, San Diego, 92109, Estados Unidos","Massive Beach Home w Stunning Rooftop, Parking, Spa, AC & Bay Views!, que tiene bañera de hidromasaje, se encuentra en San Diego. Está a 3 min a pie de Mission Beach y dispone de wifi gratis, además de recepción 24 horas.

Esta casa o chalet tiene aire acondicionado y cuenta con 5 dormitorios, TV por cable, zona de comedor y cocina con nevera y lavavajillas.

Sail Bay Beach está a 2,3 km del alojamiento, y SeaWorld de San Diego está a 4,6 km. El aeropuerto (Aeropuerto internacional de San Diego) está a 9 km.","['Habitaciones sin humo', 'Recepción 24 horas', 'Parking gratis', 'WiFi gratis', 'Gimnasio']",32.7649914,-117.2510562,[]
18,"3969 Ocean Front Walk #1, Mission Beach, San Diego, 92109, Estados Unidos",,"['Parking gratis', 'Parking en un garaje', 'Barbacoa', 'Estación de carga de vehículos eléctricos', 'WiFi gratis', 'Situado frente a la playa']",32.789,-117.2546,"[{'Personal': '9.5'}, {'Instalaciones y servicios': '9.5'}, {'Limpieza': '9.0'}, {'Confort': '9.5'}, {'Relación calidad-precio': '8.0'}, {'Ubicación': '10'}]"
19,"7629 Hornbill Ave, San Diego, 92123, Estados Unidos","Home Ensuite With Panoramic City View, que cuenta con zona de barbacoa, dispone de alojamiento en San Diego con wifi gratis y vistas a la ciudad. La casa o chalet, que tiene patio, está en una zona en la que se pueden practicar actividades como senderismo, pesca y ping pong.

Esta casa o chalet con aire acondicionado consta de 4 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. El alojamiento también tiene 2 baños con bañera y secador de pelo, y las toallas y la ropa de cama están incluidas.

En la casa o chalet se puede usar la zona de juegos infantil.

Universidad de San Diego está a 6,5 km del alojamiento, y Parque estatal del Centro Histórico de San Diego está a 9,3 km. El aeropuerto más cercano (Aeropuerto internacional de San Diego) está a 10 km.","['Parking adaptado para personas de movilidad reducida', 'Habitaciones sin humo', 'Parking gratis', 'Mesa de comedor', 'Barbacoa', 'WiFi gratis']",32.781357,-117.160649,[]
20,"3780 Arizona Street, San Diego, 92104, Estados Unidos","Boho Gem está en San Diego, a solo 2,4 km de Zoo de San Diego, y ofrece alojamiento con jardín, terraza, zona de barbacoa y wifi gratis. Esta casa o chalet está a 3 km de Parque Balboa y a 6,3 km de Parque estatal del Centro Histórico de San Diego.

Esta casa o chalet con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con lavavajillas y hervidor, y 2 baños con bañera y artículos de aseo gratuitos. El alojamiento también dispone de TV y 2 baños con secador de pelo.

Estación de Amtrak San Diego – Santa Fe Depot está a 6,6 km del alojamiento, y Museo Marítimo de San Diego está a 7,1 km. El aeropuerto (Aeropuerto internacional de San Diego) está a 6 km.","['Terraza', 'Habitaciones sin humo', 'Habitaciones familiares', 'Servicio de lavandería', 'Barbacoa', 'WiFi gratis']",32.7470735,-117.1381038,[]
21,"San Diego, 92014, Estados Unidos","Seashore Studio está en San Diego, a 16 min a pie de Torrey Pines State Beach, y dispone de balcón, jardín y wifi gratis. El alojamiento ofrece vistas al jardín y está a 4 km de Reserva natural estatal Torrey Pines y a 23 km de SeaWorld de San Diego.

Este apartamento con aire acondicionado se compone de 1 dormitorio independiente, una cocina totalmente equipada con nevera y lavavajillas, y 1 baño. Hay TV con canales vía satélite.

Se puede descubrir la zona practicando ciclismo en los alrededores.

Parque estatal del Centro Histórico de San Diego está a 23 km del alojamiento, y Universidad de San Diego está a 24 km. El aeropuerto (Aeropuerto internacional de San Diego) está a 25 km.","['Parking', 'Parking en un garaje', 'Barbacoa', 'Cafetera', 'WiFi gratis', 'Tostadora', 'Fogones']",32.9342,-117.253,[]
22,"Point Loma, San Diego, 92106-2325, Estados Unidos","Mod San Diego Apt with Patio - Walk to Harbor! se encuentra en San Diego, a 4,4 km de Sunset Cliffs y a 4,7 km de Parque estatal del Centro Histórico de San Diego, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Este apartamento está a 5,7 km de Museo Marítimo de San Diego y a 6,5 km de Universidad de San Diego.

Este apartamento consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Estación de Amtrak San Diego – Santa Fe Depot está a 6,6 km del alojamiento, y SeaWorld de San Diego está a 6,8 km. El aeropuerto más cercano (Aeropuerto internacional de San Diego) está a 2 km.","['Parking adaptado para personas de movilidad reducida', 'Habitaciones sin humo', 'Parking en el alojamiento', 'Parking en la calle', 'WiFi gratis', 'Cafetera', 'Tostadora']",32.7272353,-117.2256734,[]
23,"14539 Weddington Street, Los Ángeles, CA 91411, Estados Unidos","Stylish Sherman Oaks Townhouse 3bed + 3.5bath All Master Suites, que cuenta con vistas al jardín, ofrece alojamiento con balcón y hervidor a unos 12 km de Universal Studios Hollywood. Este apartamento con vistas a la ciudad y a la montaña también dispone de wifi gratis.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 3 baños con ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

Getty Center está a 13 km del alojamiento, y Hollywood Bowl está a 15 km. El aeropuerto más cercano (Aeropuerto de Hollywood Burbank) está a 11 km.","['Habitaciones sin humo', 'Habitaciones familiares', 'Parking gratis', 'Aire acondicionado', 'WiFi gratis']",34.1668894,-118.4502276,[]
24,"2743 Veteran Avenue, Los Ángeles, CA 90064, Estados Unidos","La Casa Palmas es un alojamiento con jardín que se encuentra en Los Ángeles, a 10 km de Paseo marítimo de Venice Beach, a 10 km de Museo de Arte del Condado de Los Ángeles (LACMA) y a 10 km de Muelle de Santa Mónica. Este alojamiento con aire acondicionado está a 9,2 km de Museo del Automóvil Petersen y ofrece wifi gratis y parking privado en el propio alojamiento.

La casa o chalet tiene 2 dormitorios, 2 baños, ropa de cama, toallas, TV de pantalla plana con canales por cable, zona de comedor, cocina totalmente equipada y terraza con vistas al jardín.

Pacific Park está a 10 km del alojamiento, y Getty Center está a 10 km. El aeropuerto más cercano (Aeropuerto internacional de Los Ángeles) está a 14 km.","['Terraza', 'Parking gratis', 'Aire acondicionado', 'Jardín', 'WiFi gratis']",34.0325771,-118.4264195,[]
25,"316 Rosemont Street, La Jolla, San Diego, 92037, Estados Unidos","Surf and Sand Beach Bungalow, que cuenta con bañera de hidromasaje, está en San Diego. Se encuentra a 2 min a pie de La Jolla Strand Beach y ofrece wifi gratis, además de recepción 24 horas.

La casa o chalet cuenta con 1 dormitorio, una cocina con nevera y lavavajillas, y 1 baño con ducha, secador de pelo y lavadora. Para mayor comodidad, el alojamiento puede ofrecer toallas y ropa de cama por un suplemento.

Windansea Beach está a 6 min a pie del alojamiento, y Marine Street Beach está a 800 metros. El aeropuerto más cercano (Aeropuerto internacional de San Diego) está a 14 km del alojamiento.","['Recepción 24 horas', 'Parking gratis', 'Fogones', 'WiFi gratis', 'Tostadora', 'Gimnasio']",32.827508,-117.2781428,[]
26,"715 15th Street, Centro de San Diego, San Diego, 92101, Estados Unidos","Sunset Stay In Downtown San Diego ofrece wifi gratis y se encuentra en el centro de San Diego, a 18 min a pie de Centro de Convenciones de San Diego y a 2,5 km de Estación de Amtrak San Diego – Santa Fe Depot. Este apartamento está a 3,1 km de Museo USS Midway y a 3,1 km de Parque Balboa.

Este apartamento tiene aire acondicionado y cuenta con 1 dormitorio, TV y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Museo Marítimo de San Diego está a 3,2 km del alojamiento, y Zoo de San Diego está a 3,7 km. El aeropuerto más cercano (Aeropuerto internacional de San Diego) está a 5 km del alojamiento.","['Secadora de ropa', 'Utensilios de cocina', 'Cocina', 'Barbacoa', 'Lavadora', 'WiFi gratis', 'Tostadora', 'Horno']",32.712852,-117.150143,[]
27,"Mission Beach, San Diego, 92109, Estados Unidos","Rockaway Escape está en el barrio de Mission Beach, en San Diego, a pocos pasos de Sail Bay Beach y a 2 min a pie de Mission Beach, y ofrece alojamiento equipado con balcón y wifi gratis. Esta casa o chalet ofrece alojamiento con patio.

Esta casa o chalet con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 4 baños con bañera o ducha y artículos de aseo gratuitos. Hay toallas y ropa de cama en la casa o chalet.

Hay zona de juegos infantil en este alojamiento y en la zona se puede practicar ciclismo.

Pacific Beach está a 7 min a pie del alojamiento, y SeaWorld de San Diego está a 5,3 km. El aeropuerto (Aeropuerto internacional de San Diego) está a 8 km.","['Secadora de ropa', 'Habitaciones sin humo', 'Parking en el alojamiento', 'Fogones', 'Cafetera', 'WiFi gratis', 'Horno']",32.784394,-117.251881,[]
28,"La Jolla, San Diego, 92037, Estados Unidos",,"['Utensilios de cocina', 'Cocina', 'Parking gratis', 'Fogones', 'Lavadora', 'Parking en la calle', 'WiFi gratis', 'Horno']",32.8432137,-117.2801487,[]
29,"615 Glenneyre Street, Laguna Beach, CA 92651, Estados Unidos","Laguna beach cottage home se encuentra en Laguna Beach, a 4 min a pie de Main Beach y a 1,7 km de Fisherman's Cove Beach, y ofrece alojamiento con wifi gratis, aire acondicionado, jardín y terraza. La casa o chalet, que cuenta con parking privado gratis, está en una zona en la que se pueden practicar actividades como senderismo y ciclismo.

Esta casa o chalet cuenta con 3 dormitorios, cocina con nevera y lavavajillas, TV de pantalla plana, zona de estar y 2 baños con ducha.

La casa o chalet ofrece barbacoa. Se ofrece servicio de alquiler de bicicletas y zona de playa privada en laguna beach cottage home.

Woods Cove Beach está a 1,9 km del alojamiento, y Fashion Island está a 13 km. El aeropuerto más cercano (Aeropuerto John Wayne) está a 21 km del alojamiento.","['Habitaciones sin humo', 'Habitaciones familiares', 'Zona privada de playa', 'Parking gratis', 'WiFi gratis']",33.5398783,-117.7804226,[]
30,"688 Sleepy Hollow Lane, Laguna Beach, CA 92651, Estados Unidos","Village District! Cleo Beach! 5 Min Walk to DTWN! es un alojamiento con piscina privada que está en Laguna Beach, a solo 1,7 km de Woods Cove Beach y a 1,9 km de Fisherman's Cove Beach. El alojamiento, que se encuentra a pocos pasos de Main Beach, dispone de terraza y parking privado gratis.

La casa o chalet tiene aire acondicionado y también ofrece TV de pantalla plana, cocina totalmente equipada con nevera, zona de estar, lavadora y 1 baño con bidet, ducha y bañera.

Hay zona de playa privada en el propio alojamiento.

Fashion Island está a 13 km del alojamiento, y Centro comercial South Coast Plaza está a 27 km. El aeropuerto más cercano (Aeropuerto John Wayne) está a 22 km.","['Habitaciones sin humo', 'Habitaciones familiares', 'Zona privada de playa', 'Parking gratis', 'WiFi gratis']",33.5379075,-117.7801297,[]
31,"20608 Londelius Street, Los Ángeles, CA 91306, Estados Unidos","4 Bedroom Charming Home Los Angeles / Winnetka SFV es un alojamiento con vistas al jardín que está en Los Ángeles, a 21 km de Museo Nethercutt y a 27 km de Getty Center. Este alojamiento ofrece parking privado gratis, wifi gratis y acceso a un patio.

Esta casa o chalet con aire acondicionado consta de 4 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con ducha y secador de pelo. Hay toallas y ropa de cama en la casa o chalet.

Universal Studios Hollywood está a 30 km del alojamiento, y Hollywood Bowl está a 32 km. El aeropuerto (Aeropuerto de Hollywood Burbank) está a 22 km.","['Calefacción', 'Habitaciones familiares', 'Parking gratis', 'Aire acondicionado', 'Barbacoa', 'WiFi gratis']",34.2289059,-118.5823741,[]
